match_id,player_id,player_name,team,opponent_team,starter,minutes_played,saves,shots_faced,goals_conceded_on_pitch,clean_sheet,penalty_saves,punches,high_claims,errors,data_source
46,228686,David OSPINA,Colombia,Congo DR,0,0,,,,,,,,,api.fifa.com
46,385998,Alvaro MONTERO,Colombia,Congo DR,0,0,,,,,,,,,api.fifa.com
46,441313,Lionel MPASI,Congo DR,Colombia,1,94,,,1,0,,,,,api.fifa.com
46,486196,Timothy FAYULU,Congo DR,Colombia,0,0,,,,,,,,,api.fifa.com
46,514171,Matthieu EPOLO,Congo DR,Colombia,0,0,,,,,,,,,api.fifa.com
52,482978,Nikola VASILJ,Bosnia and Herzegovina,Qatar,1,90,,,1,0,,,,,api.fifa.com
52,522842,Mladen JURKAS,Bosnia and Herzegovina,Qatar,0,0,,,,,,,,,api.fifa.com
52,491228,Martin ZLOMISLIC,Bosnia and Herzegovina,Qatar,0,0,,,,,,,,,api.fifa.com
52,419459,MAHMOUD ABUNADA,Qatar,Bosnia and Herzegovina,1,90,,,3,0,,,,,api.fifa.com
52,419461,SALAH ZAKARIA,Qatar,Bosnia and Herzegovina,0,0,,,,,,,,,api.fifa.com
52,416056,MESHAAL BARSHAM,Qatar,Bosnia and Herzegovina,0,0,,,,,,,,,api.fifa.com
51,448107,Gregor KOBEL,Switzerland,Canada,1,90,,,1,0,,,,,api.fifa.com
51,402022,Yvon MVOGO,Switzerland,Canada,0,0,,,,,,,,,api.fifa.com
51,484862,Marvin KELLER,Switzerland,Canada,0,0,,,,,,,,,api.fifa.com
51,331732,Maxime CREPEAU,Canada,Switzerland,1,90,,,2,0,,,,,api.fifa.com
51,441255,Dayne ST. CLAIR,Canada,Switzerland,0,0,,,,,,,,,api.fifa.com
51,463817,Owen GOODMAN,Canada,Switzerland,0,0,,,,,,,,,api.fifa.com
54,356956,Yassine BOUNOU,Morocco,Haiti,1,93,,,2,0,,,,,api.fifa.com
54,395755,Munir EL KAJOUI,Morocco,Haiti,0,0,,,,,,,,,api.fifa.com
54,371553,Ahmed Reda TAGNAOUTI,Morocco,Haiti,0,0,,,,,,,,,api.fifa.com
54,295922,Johny Placide,Haiti,Morocco,1,93,,,4,0,,,,,api.fifa.com
54,466835,Alexandre PIERRE,Haiti,Morocco,0,0,,,,,,,,,api.fifa.com
54,466853,Josue DUVERGER,Haiti,Morocco,0,0,,,,,,,,,api.fifa.com
53,411301,Angus Gunn,Scotland,Brazil,1,91,,,3,0,,,,,api.fifa.com
53,442429,Liam KELLY,Scotland,Brazil,0,0,,,,,,,,,api.fifa.com
53,215553,Craig GORDON,Scotland,Brazil,0,0,,,,,,,,,api.fifa.com
53,308370,ALISSON,Brazil,Scotland,1,91,,,0,1,,,,,api.fifa.com
53,396315,WEVERTON,Brazil,Scotland,0,0,,,,,,,,,api.fifa.com
53,395427,EDERSON,Brazil,Scotland,0,0,,,,,,,,,api.fifa.com
50,395986,Ronwen WILLIAMS,South Africa,Korea Republic,1,90,,,0,1,,,,,api.fifa.com
50,494246,Sipho CHAINE,South Africa,Korea Republic,0,0,,,,,,,,,api.fifa.com
50,395059,Ricardo GOSS,South Africa,Korea Republic,0,0,,,,,,,,,api.fifa.com
50,274281,KIM Seunggyu,Korea Republic,South Africa,1,90,,,1,0,,,,,api.fifa.com
50,402820,SONG Bumkeun,Korea Republic,South Africa,0,0,,,,,,,,,api.fifa.com
50,397753,JO Hyeonwoo,Korea Republic,South Africa,0,0,,,,,,,,,api.fifa.com
49,484012,Matej KOVAR,Czechia,Mexico,1,94,,,3,0,,,,,api.fifa.com
49,441162,Jindrich STANEK,Czechia,Mexico,0,0,,,,,,,,,api.fifa.com
49,511118,Lukas HORNICEK,Czechia,Mexico,0,0,,,,,,,,,api.fifa.com
49,485070,Raul RANGEL,Mexico,Czechia,1,78,,,0,1,,,,,api.fifa.com
49,441260,Carlos ACEVEDO,Mexico,Czechia,0,0,,,,,,,,,api.fifa.com
49,215285,Guillermo OCHOA,Mexico,Czechia,0,16,,,0,1,,,,,api.fifa.com
58,390650,Eloy ROOM,Curaçao,Côte d'Ivoire,1,90,,,2,0,,,,,api.fifa.com
58,466370,Tyrick BODAK,Curaçao,Côte d'Ivoire,0,0,,,,,,,,,api.fifa.com
58,466382,Trevor DOORNBUSCH,Curaçao,Côte d'Ivoire,0,0,,,,,,,,,api.fifa.com
58,405873,Yahia Fofana,Côte d'Ivoire,Curaçao,1,90,,,0,1,,,,,api.fifa.com
58,486259,Mohamed KONE,Côte d'Ivoire,Curaçao,0,0,,,,,,,,,api.fifa.com
58,403090,Alban Lafont,Côte d'Ivoire,Curaçao,0,0,,,,,,,,,api.fifa.com
57,441236,Hernan GALINDEZ,Ecuador,Germany,1,90,,,1,0,,,,,api.fifa.com
57,419002,Moises RAMIREZ,Ecuador,Germany,0,0,,,,,,,,,api.fifa.com
57,448295,Gonzalo VALLE,Ecuador,Germany,0,0,,,,,,,,,api.fifa.com
57,228912,Manuel NEUER,Germany,Ecuador,1,90,,,2,0,,,,,api.fifa.com
57,306538,Oliver Baumann,Germany,Ecuador,0,0,,,,,,,,,api.fifa.com
57,429639,Alexander NUEBEL,Germany,Ecuador,0,0,,,,,,,,,api.fifa.com
59,433365,Aymen DAHMEN,Tunisia,Netherlands,1,90,,,3,0,,,,,api.fifa.com
59,520245,Mouhib CHAMAKH,Tunisia,Netherlands,0,0,,,,,,,,,api.fifa.com
59,372294,Sabri BEN HESSEN,Tunisia,Netherlands,0,0,,,,,,,,,api.fifa.com
59,424081,Bart Verbruggen,Netherlands,Tunisia,1,90,,,1,0,,,,,api.fifa.com
59,506028,Robin ROEFS,Netherlands,Tunisia,0,0,,,,,,,,,api.fifa.com
59,448151,Mark FLEKKEN,Netherlands,Tunisia,0,0,,,,,,,,,api.fifa.com
60,405530,Zion Suzuki,Japan,Sweden,1,90,,,1,0,,,,,api.fifa.com
60,403305,Keisuke OSAKO,Japan,Sweden,0,0,,,,,,,,,api.fifa.com
60,511710,Tomoki HAYAKAWA,Japan,Sweden,0,0,,,,,,,,,api.fifa.com
60,489685,Jacob WIDELL ZETTERSTROM,Sweden,Japan,1,90,,,1,0,,,,,api.fifa.com
60,483264,Viktor JOHANSSON,Sweden,Japan,0,0,,,,,,,,,api.fifa.com
60,360496,Kristoffer NORDFELDT,Sweden,Japan,0,0,,,,,,,,,api.fifa.com
56,494531,Orlando GILL,Paraguay,Australia,1,92,,,0,1,,,,,api.fifa.com
56,318647,Gatito FERNANDEZ,Paraguay,Australia,0,0,,,,,,,,,api.fifa.com
56,447991,Gaston OLVEIRA,Paraguay,Australia,0,0,,,,,,,,,api.fifa.com
56,494557,Patrick BEACH,Australia,Paraguay,1,92,,,0,1,,,,,api.fifa.com
56,339117,Mathew RYAN,Australia,Paraguay,0,0,,,,,,,,,api.fifa.com
56,331135,Paul Izzo,Australia,Paraguay,0,0,,,,,,,,,api.fifa.com
55,441181,Ugurcan CAKIR,Türkiye,USA,1,98,,,2,0,,,,,api.fifa.com
55,360498,Mert GUNOK,Türkiye,USA,0,0,,,,,,,,,api.fifa.com
55,441180,Altay BAYINDIR,Türkiye,USA,0,0,,,,,,,,,api.fifa.com
55,448217,Matt TURNER,USA,Türkiye,1,98,,,3,0,,,,,api.fifa.com
55,499913,Matt FREESE,USA,Türkiye,0,0,,,,,,,,,api.fifa.com
55,464546,Chris BRADY,USA,Türkiye,0,0,,,,,,,,,api.fifa.com
66,448821,Mory DIAW,Senegal,Iraq,1,90,,,0,1,,,,,api.fifa.com
66,494277,Yehvann DIOUF,Senegal,Iraq,0,0,,,,,,,,,api.fifa.com
66,433571,AHMED BASIL,Iraq,Senegal,1,90,,,5,0,,,,,api.fifa.com
66,368744,FAHAD TALIB,Iraq,Senegal,0,0,,,,,,,,,api.fifa.com
66,347085,JALAL HASSAN,Iraq,Senegal,0,,,,,,,,,,api.fifa.com
65,483535,Egil SELVIK,Norway,France,1,94,,,4,0,,,,,api.fifa.com
65,373235,Orjan NYLAND,Norway,France,0,0,,,,,,,,,api.fifa.com
65,514479,Sander TANGVIK,Norway,France,0,0,,,,,,,,,api.fifa.com
65,448332,Mike MAIGNAN,France,Norway,1,94,,,1,0,,,,,api.fifa.com
65,483471,Brice SAMBA,France,Norway,0,0,,,,,,,,,api.fifa.com
65,464127,Robin RISSER,France,Norway,0,0,,,,,,,,,api.fifa.com
63,229498,Fernando MUSLERA,Uruguay,Spain,1,94,,,1,0,,,,,api.fifa.com
63,368664,Sergio ROCHET,Uruguay,Spain,0,,,,,,,,,,api.fifa.com
63,402897,Santiago MELE,Uruguay,Spain,0,0,,,,,,,,,api.fifa.com
63,430753,Unai SIMON,Spain,Uruguay,1,94,,,0,1,,,,,api.fifa.com
63,447853,David RAYA,Spain,Uruguay,0,0,,,,,,,,,api.fifa.com
63,484691,Joan GARCIA,Spain,Uruguay,0,0,,,,,,,,,api.fifa.com
64,364752,VOZINHA,Cabo Verde,Saudi Arabia,1,94,,,0,1,,,,,api.fifa.com
64,407114,MARCIO ROSA,Cabo Verde,Saudi Arabia,0,0,,,,,,,,,api.fifa.com
64,406281,CJ DOS SANTOS,Cabo Verde,Saudi Arabia,0,0,,,,,,,,,api.fifa.com
64,396885,MOHAMMED ALOWAIS,Saudi Arabia,Cabo Verde,1,94,,,0,1,,,,,api.fifa.com
64,419287,NAWAF ALAQIDI,Saudi Arabia,Cabo Verde,0,0,,,,,,,,,api.fifa.com
64,339746,AHMED ALKASSAR,Saudi Arabia,Cabo Verde,0,0,,,,,,,,,api.fifa.com
61,368535,Max CROCOMBE,New Zealand,Belgium,1,94,,,5,0,,,,,api.fifa.com
61,423574,Alex PAULSEN,New Zealand,Belgium,0,0,,,,,,,,,api.fifa.com
61,390218,Michael WOUD,New Zealand,Belgium,0,0,,,,,,,,,api.fifa.com
61,358106,Thibaut COURTOIS,Belgium,New Zealand,1,94,,,1,0,,,,,api.fifa.com
61,495348,Senne LAMMENS,Belgium,New Zealand,0,0,,,,,,,,,api.fifa.com
61,499803,Mike PENDERS,Belgium,New Zealand,0,0,,,,,,,,,api.fifa.com
62,416906,MOSTAFA SHOUBIR,Egypt,IR Iran,1,94,,,1,0,,,,,api.fifa.com
62,408948,MOHAMED ELSHENAWY,Egypt,IR Iran,0,0,,,,,,,,,api.fifa.com
62,395860,MAHDY SOLIMAN,Egypt,IR Iran,0,0,,,,,,,,,api.fifa.com
62,512079,MOHAMED ALAA,Egypt,IR Iran,0,0,,,,,,,,,api.fifa.com
62,380007,Alireza BEIRANVAND,IR Iran,Egypt,1,94,,,1,0,,,,,api.fifa.com
62,448507,Payam NIAZMAND,IR Iran,Egypt,0,0,,,,,,,,,api.fifa.com
62,314255,Hossein HOSSEINI,IR Iran,Egypt,0,0,,,,,,,,,api.fifa.com
71,441241,Orlando MOSQUERA,Panama,England,1,90,,,2,0,,,,,api.fifa.com
71,267702,Luis MEJIA,Panama,England,0,0,,,,,,,,,api.fifa.com
71,441402,Cesar SAMUDIO,Panama,England,0,0,,,,,,,,,api.fifa.com
71,336022,Jordan PICKFORD,England,Panama,1,90,,,0,1,,,,,api.fifa.com
71,403046,Dean Henderson,England,Panama,0,0,,,,,,,,,api.fifa.com
71,485080,James TRAFFORD,England,Panama,0,0,,,,,,,,,api.fifa.com
72,369029,Dominik LIVAKOVIC,Croatia,Ghana,1,94,,,1,0,,,,,api.fifa.com
72,514526,Ivor PANDUR,Croatia,Ghana,0,0,,,,,,,,,api.fifa.com
72,448179,Dominik KOTARSKI,Croatia,Ghana,0,0,,,,,,,,,api.fifa.com
72,494349,Benjamin ASARE,Ghana,Croatia,1,94,,,2,0,,,,,api.fifa.com
72,386473,Lawrence Ati ZIGI,Ghana,Croatia,0,0,,,,,,,,,api.fifa.com
72,506277,Joseph ANANG,Ghana,Croatia,0,0,,,,,,,,,api.fifa.com
70,441313,Lionel MPASI,Congo DR,Uzbekistan,1,91,,,1,0,,,,,api.fifa.com
70,486196,Timothy FAYULU,Congo DR,Uzbekistan,0,0,,,,,,,,,api.fifa.com
70,514171,Matthieu EPOLO,Congo DR,Uzbekistan,0,0,,,,,,,,,api.fifa.com
70,479110,Abduvohid NEMATOV,Uzbekistan,Congo DR,1,91,,,3,0,,,,,api.fifa.com
70,479077,Utkir YUSUPOV,Uzbekistan,Congo DR,0,0,,,,,,,,,api.fifa.com
70,385472,Botirali ERGASHEV,Uzbekistan,Congo DR,0,0,,,,,,,,,api.fifa.com
69,360642,Camilo VARGAS,Colombia,Portugal,1,92,,,0,1,,,,,api.fifa.com
69,228686,David OSPINA,Colombia,Portugal,0,0,,,,,,,,,api.fifa.com
69,385998,Alvaro MONTERO,Colombia,Portugal,0,0,,,,,,,,,api.fifa.com
69,403001,DIOGO COSTA,Portugal,Colombia,1,92,,,0,1,,,,,api.fifa.com
69,368689,JOSE SA,Portugal,Colombia,0,0,,,,,,,,,api.fifa.com
69,448092,RUI SILVA,Portugal,Colombia,0,0,,,,,,,,,api.fifa.com
68,477817,Oussama BENBOT,Algeria,Austria,1,96,,,3,0,,,,,api.fifa.com
68,520070,Melvin MASTIL,Algeria,Austria,0,0,,,,,,,,,api.fifa.com
68,389879,Luca ZIDANE,Algeria,Austria,0,0,,,,,,,,,api.fifa.com
68,371739,Alexander SCHLAGER,Austria,Algeria,1,96,,,3,0,,,,,api.fifa.com
68,520034,Florian WIEGELE,Austria,Algeria,0,0,,,,,,,,,api.fifa.com
68,441065,Patrick PENTZ,Austria,Algeria,0,0,,,,,,,,,api.fifa.com
67,397894,YAZEED ABULAILA,Jordan,Argentina,1,94,,,3,0,,,,,api.fifa.com
67,483127,NOUR BANIATEYAH,Jordan,Argentina,0,0,,,,,,,,,api.fifa.com
67,431223,ABDALLAH ALFAKHORI,Jordan,Argentina,0,0,,,,,,,,,api.fifa.com
67,308300,Emiliano MARTINEZ,Argentina,Jordan,1,94,,,1,0,,,,,api.fifa.com
67,430624,Juan MUSSO,Argentina,Jordan,0,0,,,,,,,,,api.fifa.com
67,394824,Geronimo RULLI,Argentina,Jordan,0,0,,,,,,,,,api.fifa.com
73,395986,Ronwen WILLIAMS,South Africa,Canada,1,92,,,1,0,,,,,api.fifa.com
73,494246,Sipho CHAINE,South Africa,Canada,0,0,,,,,,,,,api.fifa.com
73,395059,Ricardo GOSS,South Africa,Canada,0,0,,,,,,,,,api.fifa.com
73,331732,Maxime CREPEAU,Canada,South Africa,1,92,,,0,1,,,,,api.fifa.com
73,441255,Dayne ST. CLAIR,Canada,South Africa,0,0,,,,,,,,,api.fifa.com
73,463817,Owen GOODMAN,Canada,South Africa,0,0,,,,,,,,,api.fifa.com
74,308370,ALISSON,Brazil,Japan,1,97,,,1,0,,,,,api.fifa.com
74,396315,WEVERTON,Brazil,Japan,0,0,,,,,,,,,api.fifa.com
74,395427,EDERSON,Brazil,Japan,0,0,,,,,,,,,api.fifa.com
74,405530,Zion Suzuki,Japan,Brazil,1,97,,,2,0,,,,,api.fifa.com
74,403305,Keisuke OSAKO,Japan,Brazil,0,0,,,,,,,,,api.fifa.com
74,511710,Tomoki HAYAKAWA,Japan,Brazil,0,0,,,,,,,,,api.fifa.com
75,228912,Manuel NEUER,Germany,Paraguay,1,122,,,1,0,,,,,api.fifa.com
75,306538,Oliver Baumann,Germany,Paraguay,0,0,,,,,,,,,api.fifa.com
75,429639,Alexander NUEBEL,Germany,Paraguay,0,0,,,,,,,,,api.fifa.com
75,494531,Orlando GILL,Paraguay,Germany,1,122,,,1,0,,,,,api.fifa.com
75,318647,Gatito FERNANDEZ,Paraguay,Germany,0,0,,,,,,,,,api.fifa.com
75,447991,Gaston OLVEIRA,Paraguay,Germany,0,0,,,,,,,,,api.fifa.com
76,424081,Bart Verbruggen,Netherlands,Morocco,1,120,,,1,0,,,,,api.fifa.com
76,506028,Robin ROEFS,Netherlands,Morocco,0,0,,,,,,,,,api.fifa.com
76,448151,Mark FLEKKEN,Netherlands,Morocco,0,0,,,,,,,,,api.fifa.com
76,356956,Yassine BOUNOU,Morocco,Netherlands,1,120,,,1,0,,,,,api.fifa.com
76,395755,Munir EL KAJOUI,Morocco,Netherlands,0,0,,,,,,,,,api.fifa.com
76,371553,Ahmed Reda TAGNAOUTI,Morocco,Netherlands,0,0,,,,,,,,,api.fifa.com
77,405873,Yahia Fofana,Côte d'Ivoire,Norway,1,93,,,2,0,,,,,api.fifa.com
77,486259,Mohamed KONE,Côte d'Ivoire,Norway,0,0,,,,,,,,,api.fifa.com
77,403090,Alban Lafont,Côte d'Ivoire,Norway,0,0,,,,,,,,,api.fifa.com
77,373235,Orjan NYLAND,Norway,Côte d'Ivoire,1,93,,,1,0,,,,,api.fifa.com
77,514479,Sander TANGVIK,Norway,Côte d'Ivoire,0,0,,,,,,,,,api.fifa.com
77,483535,Egil SELVIK,Norway,Côte d'Ivoire,0,0,,,,,,,,,api.fifa.com
78,448332,Mike MAIGNAN,France,Sweden,1,90,,,0,1,,,,,api.fifa.com
78,483471,Brice SAMBA,France,Sweden,0,0,,,,,,,,,api.fifa.com
78,464127,Robin RISSER,France,Sweden,0,0,,,,,,,,,api.fifa.com
78,489685,Jacob WIDELL ZETTERSTROM,Sweden,France,1,90,,,3,0,,,,,api.fifa.com
78,483264,Viktor JOHANSSON,Sweden,France,0,0,,,,,,,,,api.fifa.com
78,360496,Kristoffer NORDFELDT,Sweden,France,0,0,,,,,,,,,api.fifa.com
79,485070,Raul RANGEL,Mexico,Ecuador,1,99,,,0,1,,,,,api.fifa.com
79,441260,Carlos ACEVEDO,Mexico,Ecuador,0,0,,,,,,,,,api.fifa.com
79,215285,Guillermo OCHOA,Mexico,Ecuador,0,0,,,,,,,,,api.fifa.com
79,441236,Hernan GALINDEZ,Ecuador,Mexico,1,99,,,2,0,,,,,api.fifa.com
79,419002,Moises RAMIREZ,Ecuador,Mexico,0,0,,,,,,,,,api.fifa.com
79,448295,Gonzalo VALLE,Ecuador,Mexico,0,0,,,,,,,,,api.fifa.com
80,336022,Jordan PICKFORD,England,Congo DR,1,91,,,1,0,,,,,api.fifa.com
80,403046,Dean Henderson,England,Congo DR,0,0,,,,,,,,,api.fifa.com
80,485080,James TRAFFORD,England,Congo DR,0,0,,,,,,,,,api.fifa.com
80,441313,Lionel MPASI,Congo DR,England,1,91,,,2,0,,,,,api.fifa.com
80,486196,Timothy FAYULU,Congo DR,England,0,0,,,,,,,,,api.fifa.com
80,514171,Matthieu EPOLO,Congo DR,England,0,0,,,,,,,,,api.fifa.com
81,358106,Thibaut COURTOIS,Belgium,Senegal,1,125,,,2,0,,,,,api.fifa.com
81,495348,Senne LAMMENS,Belgium,Senegal,0,0,,,,,,,,,api.fifa.com
81,499803,Mike PENDERS,Belgium,Senegal,0,0,,,,,,,,,api.fifa.com
81,448821,Mory DIAW,Senegal,Belgium,1,125,,,3,0,,,,,api.fifa.com
81,494277,Yehvann DIOUF,Senegal,Belgium,0,0,,,,,,,,,api.fifa.com
82,499913,Matt FREESE,USA,Bosnia and Herzegovina,1,95,,,0,1,,,,,api.fifa.com
82,448217,Matt TURNER,USA,Bosnia and Herzegovina,0,0,,,,,,,,,api.fifa.com
82,464546,Chris BRADY,USA,Bosnia and Herzegovina,0,0,,,,,,,,,api.fifa.com
82,482978,Nikola VASILJ,Bosnia and Herzegovina,USA,1,95,,,2,0,,,,,api.fifa.com
82,522842,Mladen JURKAS,Bosnia and Herzegovina,USA,0,0,,,,,,,,,api.fifa.com
82,491228,Martin ZLOMISLIC,Bosnia and Herzegovina,USA,0,0,,,,,,,,,api.fifa.com
83,430753,Unai SIMON,Spain,Austria,1,93,,,0,1,,,,,api.fifa.com
83,447853,David RAYA,Spain,Austria,0,0,,,,,,,,,api.fifa.com
83,484691,Joan GARCIA,Spain,Austria,0,0,,,,,,,,,api.fifa.com
83,371739,Alexander SCHLAGER,Austria,Spain,1,93,,,3,0,,,,,api.fifa.com
83,520034,Florian WIEGELE,Austria,Spain,0,0,,,,,,,,,api.fifa.com
83,441065,Patrick PENTZ,Austria,Spain,0,0,,,,,,,,,api.fifa.com
84,403001,DIOGO COSTA,Portugal,Croatia,1,98,,,1,0,,,,,api.fifa.com
84,368689,JOSE SA,Portugal,Croatia,0,0,,,,,,,,,api.fifa.com
84,448092,RUI SILVA,Portugal,Croatia,0,0,,,,,,,,,api.fifa.com
84,369029,Dominik LIVAKOVIC,Croatia,Portugal,1,98,,,2,0,,,,,api.fifa.com
84,514526,Ivor PANDUR,Croatia,Portugal,0,0,,,,,,,,,api.fifa.com
84,448179,Dominik KOTARSKI,Croatia,Portugal,0,0,,,,,,,,,api.fifa.com
85,448107,Gregor KOBEL,Switzerland,Algeria,1,90,,,0,1,,,,,api.fifa.com
85,402022,Yvon MVOGO,Switzerland,Algeria,0,0,,,,,,,,,api.fifa.com
85,484862,Marvin KELLER,Switzerland,Algeria,0,0,,,,,,,,,api.fifa.com
85,389879,Luca ZIDANE,Algeria,Switzerland,1,90,,,2,0,,,,,api.fifa.com
85,520070,Melvin MASTIL,Algeria,Switzerland,0,0,,,,,,,,,api.fifa.com
85,477817,Oussama BENBOT,Algeria,Switzerland,0,0,,,,,,,,,api.fifa.com
86,494557,Patrick BEACH,Australia,Egypt,1,119,,,1,0,,,,,api.fifa.com
86,339117,Mathew RYAN,Australia,Egypt,0,2,,,0,1,,,,,api.fifa.com
86,331135,Paul Izzo,Australia,Egypt,0,0,,,,,,,,,api.fifa.com
86,416906,MOSTAFA SHOUBIR,Egypt,Australia,1,121,,,1,0,,,,,api.fifa.com
86,408948,MOHAMED ELSHENAWY,Egypt,Australia,0,0,,,,,,,,,api.fifa.com
86,395860,MAHDY SOLIMAN,Egypt,Australia,0,0,,,,,,,,,api.fifa.com
86,512079,MOHAMED ALAA,Egypt,Australia,0,0,,,,,,,,,api.fifa.com
87,308300,Emiliano MARTINEZ,Argentina,Cabo Verde,1,120,,,2,0,,,,,api.fifa.com
87,430624,Juan MUSSO,Argentina,Cabo Verde,0,0,,,,,,,,,api.fifa.com
87,394824,Geronimo RULLI,Argentina,Cabo Verde,0,0,,,,,,,,,api.fifa.com
87,364752,VOZINHA,Cabo Verde,Argentina,1,120,,,3,0,,,,,api.fifa.com
87,407114,MARCIO ROSA,Cabo Verde,Argentina,0,0,,,,,,,,,api.fifa.com
87,406281,CJ DOS SANTOS,Cabo Verde,Argentina,0,0,,,,,,,,,api.fifa.com
88,360642,Camilo VARGAS,Colombia,Ghana,1,90,,,0,1,,,,,api.fifa.com
88,228686,David OSPINA,Colombia,Ghana,0,0,,,,,,,,,api.fifa.com
88,385998,Alvaro MONTERO,Colombia,Ghana,0,0,,,,,,,,,api.fifa.com
88,386473,Lawrence Ati ZIGI,Ghana,Colombia,1,90,,,1,0,,,,,api.fifa.com
88,506277,Joseph ANANG,Ghana,Colombia,0,0,,,,,,,,,api.fifa.com
88,494349,Benjamin ASARE,Ghana,Colombia,0,0,,,,,,,,,api.fifa.com
90,331732,Maxime CREPEAU,Canada,Morocco,1,98,,,3,0,,,,,api.fifa.com
90,441255,Dayne ST. CLAIR,Canada,Morocco,0,0,,,,,,,,,api.fifa.com
90,463817,Owen GOODMAN,Canada,Morocco,0,0,,,,,,,,,api.fifa.com
90,356956,Yassine BOUNOU,Morocco,Canada,1,98,,,0,1,,,,,api.fifa.com
90,395755,Munir EL KAJOUI,Morocco,Canada,0,0,,,,,,,,,api.fifa.com
90,371553,Ahmed Reda TAGNAOUTI,Morocco,Canada,0,0,,,,,,,,,api.fifa.com
89,494531,Orlando GILL,Paraguay,France,1,97,,,1,0,,,,,api.fifa.com
89,318647,Gatito FERNANDEZ,Paraguay,France,0,0,,,,,,,,,api.fifa.com
89,447991,Gaston OLVEIRA,Paraguay,France,0,0,,,,,,,,,api.fifa.com
89,448332,Mike MAIGNAN,France,Paraguay,1,97,,,0,1,,,,,api.fifa.com
89,483471,Brice SAMBA,France,Paraguay,0,0,,,,,,,,,api.fifa.com
89,464127,Robin RISSER,France,Paraguay,0,0,,,,,,,,,api.fifa.com
91,308370,ALISSON,Brazil,Norway,1,100,,,2,0,,,,,api.fifa.com
91,396315,WEVERTON,Brazil,Norway,0,0,,,,,,,,,api.fifa.com
91,395427,EDERSON,Brazil,Norway,0,0,,,,,,,,,api.fifa.com
91,373235,Orjan NYLAND,Norway,Brazil,1,100,,,1,0,,,,,api.fifa.com
91,514479,Sander TANGVIK,Norway,Brazil,0,0,,,,,,,,,api.fifa.com
91,483535,Egil SELVIK,Norway,Brazil,0,0,,,,,,,,,api.fifa.com
92,485070,Raul RANGEL,Mexico,England,1,98,,,3,0,,,,,api.fifa.com
92,441260,Carlos ACEVEDO,Mexico,England,0,0,,,,,,,,,api.fifa.com
92,215285,Guillermo OCHOA,Mexico,England,0,0,,,,,,,,,api.fifa.com
92,336022,Jordan PICKFORD,England,Mexico,1,98,,,2,0,,,,,api.fifa.com
92,403046,Dean Henderson,England,Mexico,0,0,,,,,,,,,api.fifa.com
92,485080,James TRAFFORD,England,Mexico,0,0,,,,,,,,,api.fifa.com
93,403001,DIOGO COSTA,Portugal,Spain,1,98,,,1,0,,,,,api.fifa.com
93,368689,JOSE SA,Portugal,Spain,0,0,,,,,,,,,api.fifa.com
93,448092,RUI SILVA,Portugal,Spain,0,0,,,,,,,,,api.fifa.com
93,430753,Unai SIMON,Spain,Portugal,1,98,,,0,1,,,,,api.fifa.com
93,447853,David RAYA,Spain,Portugal,0,0,,,,,,,,,api.fifa.com
93,484691,Joan GARCIA,Spain,Portugal,0,0,,,,,,,,,api.fifa.com
94,499913,Matt FREESE,USA,Belgium,1,93,,,4,0,,,,,api.fifa.com
94,448217,Matt TURNER,USA,Belgium,0,0,,,,,,,,,api.fifa.com
94,464546,Chris BRADY,USA,Belgium,0,0,,,,,,,,,api.fifa.com
94,358106,Thibaut COURTOIS,Belgium,USA,1,93,,,1,0,,,,,api.fifa.com
94,495348,Senne LAMMENS,Belgium,USA,0,0,,,,,,,,,api.fifa.com
94,499803,Mike PENDERS,Belgium,USA,0,0,,,,,,,,,api.fifa.com
95,308300,Emiliano MARTINEZ,Argentina,Egypt,1,99,,,2,0,,,,,api.fifa.com
95,430624,Juan MUSSO,Argentina,Egypt,0,0,,,,,,,,,api.fifa.com
95,394824,Geronimo RULLI,Argentina,Egypt,0,0,,,,,,,,,api.fifa.com
95,416906,MOSTAFA SHOUBIR,Egypt,Argentina,1,99,,,3,0,,,,,api.fifa.com
95,408948,MOHAMED ELSHENAWY,Egypt,Argentina,0,0,,,,,,,,,api.fifa.com
95,395860,MAHDY SOLIMAN,Egypt,Argentina,0,0,,,,,,,,,api.fifa.com
95,512079,MOHAMED ALAA,Egypt,Argentina,0,0,,,,,,,,,api.fifa.com
96,448107,Gregor KOBEL,Switzerland,Colombia,1,120,,,0,1,,,,,api.fifa.com
96,402022,Yvon MVOGO,Switzerland,Colombia,0,0,,,,,,,,,api.fifa.com
96,484862,Marvin KELLER,Switzerland,Colombia,0,0,,,,,,,,,api.fifa.com
96,360642,Camilo VARGAS,Colombia,Switzerland,1,120,,,0,1,,,,,api.fifa.com
96,228686,David OSPINA,Colombia,Switzerland,0,0,,,,,,,,,api.fifa.com
96,385998,Alvaro MONTERO,Colombia,Switzerland,0,0,,,,,,,,,api.fifa.com
97,448332,Mike MAIGNAN,France,Morocco,1,90,,,0,1,,,,,api.fifa.com
97,483471,Brice SAMBA,France,Morocco,0,0,,,,,,,,,api.fifa.com
97,464127,Robin RISSER,France,Morocco,0,0,,,,,,,,,api.fifa.com
97,356956,Yassine BOUNOU,Morocco,France,1,90,,,2,0,,,,,api.fifa.com
97,395755,Munir EL KAJOUI,Morocco,France,0,0,,,,,,,,,api.fifa.com
97,371553,Ahmed Reda TAGNAOUTI,Morocco,France,0,0,,,,,,,,,api.fifa.com
