event_id,match_id,minute,added_time,team,player_id,player_name,event_type,event_subtype,related_player_id,description,data_source
1358,80,75,,England,369419,Harry KANE,Goal,open_play,448189,,api.fifa.com
1359,80,75,,England,448189,Anthony GORDON,Assist,assist,369419,assist attributed via sofascore.com,sofascore.com
1360,80,86,,England,369419,Harry KANE,Goal,open_play,448189,,api.fifa.com
1361,80,86,,England,448189,Anthony GORDON,Assist,assist,369419,assist attributed via sofascore.com,sofascore.com
1362,80,7,,Congo DR,510989,Brian CIPENGA,Goal,open_play,,,api.fifa.com
1363,80,19,,England,448202,Jude BELLINGHAM,Yellow Card,,,,api.fifa.com
1364,80,27,,Congo DR,486147,Noah SADIKI,Yellow Card,,,,api.fifa.com
1365,80,60,,England,448196,Bukayo SAKA,Substitution,substitution,489732,IN: Bukayo SAKA / OUT: Noni MADUEKE,api.fifa.com
1366,80,60,,England,448189,Anthony GORDON,Substitution,substitution,401470,IN: Anthony GORDON / OUT: Marcus RASHFORD,api.fifa.com
1367,80,70,,England,473113,Eberechi EZE,Substitution,substitution,506329,IN: Eberechi EZE / OUT: Djed SPENCE,api.fifa.com
1368,80,90,1,England,369434,John STONES,Substitution,substitution,433097,IN: John STONES / OUT: Declan RICE,api.fifa.com
1369,80,64,,Congo DR,426506,Meschack ELIA,Substitution,substitution,424119,IN: Meschack ELIA / OUT: Nathanael MBUKU,api.fifa.com
1370,80,76,,Congo DR,441317,Theo BONGONDA,Substitution,substitution,510989,IN: Theo BONGONDA / OUT: Brian CIPENGA,api.fifa.com
1371,80,76,,Congo DR,433161,Edo Kayembe,Substitution,substitution,494458,IN: Edo Kayembe / OUT: Ngalayel MUKAU,api.fifa.com
1372,80,89,,Congo DR,477859,Fiston MAYELE,Substitution,substitution,433076,IN: Fiston MAYELE / OUT: Samuel Moutoussamy,api.fifa.com
1373,80,89,,Congo DR,477833,Joris KAYEMBE,Substitution,substitution,436572,IN: Joris KAYEMBE / OUT: Arthur MASUAKU,api.fifa.com
1374,81,86,,Belgium,358112,Romelu LUKAKU,Goal,open_play,358122,,api.fifa.com
1375,81,86,,Belgium,358122,Thomas MEUNIER,Assist,assist,358112,assist attributed via sofascore.com,sofascore.com
1376,81,89,,Belgium,401444,Youri TIELEMANS,Goal,open_play,448355,,api.fifa.com
1377,81,89,,Belgium,448355,Leandro TROSSARD,Assist,assist,401444,assist attributed via sofascore.com,sofascore.com
1378,81,120,5,Belgium,401444,Youri TIELEMANS,Goal,penalty,,Penalty scored,api.fifa.com
1379,81,24,,Senegal,486130,Habib DIARRA,Goal,open_play,,,api.fifa.com
1380,81,51,,Senegal,401889,Ismaila SARR,Goal,open_play,430690,,api.fifa.com
1381,81,51,,Senegal,430690,Moussa Niakhate,Assist,assist,401889,assist attributed via sofascore.com,sofascore.com
1382,81,64,,Belgium,448360,Brandon MECHELE,Yellow Card,,,,api.fifa.com
1383,81,90,,Belgium,,,Yellow Card,coach_or_staff,,Coach/staff booking,api.fifa.com
1384,81,67,,Senegal,464842,Lamine CAMARA,Yellow Card,,,,api.fifa.com
1385,81,,,Belgium,358112,Romelu LUKAKU,Substitution,substitution,448362,IN: Romelu LUKAKU / OUT: Charles DE KETELAERE,api.fifa.com
1386,81,56,,Belgium,448377,Dodi LUKEBAKIO,Substitution,substitution,448341,IN: Dodi LUKEBAKIO / OUT: Jeremy DOKU,api.fifa.com
1387,81,56,,Belgium,495349,Nicolas RASKIN,Substitution,substitution,358120,IN: Nicolas RASKIN / OUT: Kevin DE BRUYNE,api.fifa.com
1388,81,63,,Belgium,497902,Diego MOREIRA,Substitution,substitution,448343,IN: Diego MOREIRA / OUT: Hans VANAKEN,api.fifa.com
1389,81,78,,Belgium,358122,Thomas MEUNIER,Substitution,substitution,448373,IN: Thomas MEUNIER / OUT: Maxim DE CUYPER,api.fifa.com
1390,81,109,,Belgium,448364,Amadou ONANA,Substitution,substitution,448355,IN: Amadou ONANA / OUT: Leandro TROSSARD,api.fifa.com
1391,81,66,,Senegal,464842,Lamine CAMARA,Substitution,substitution,431788,IN: Lamine CAMARA / OUT: Pape GUEYE,api.fifa.com
1392,81,73,,Senegal,496358,Ibrahim MBAYE,Substitution,substitution,448815,IN: Ibrahim MBAYE / OUT: Iliman NDIAYE,api.fifa.com
1393,81,73,,Senegal,418798,Pape Matar SARR,Substitution,substitution,486130,IN: Pape Matar SARR / OUT: Habib DIARRA,api.fifa.com
1394,81,93,,Senegal,418795,Nicolas JACKSON,Substitution,substitution,353790,IN: Nicolas JACKSON / OUT: Sadio MANE,api.fifa.com
1395,81,93,,Senegal,464865,El Hadji Malick DIOUF,Substitution,substitution,430671,IN: El Hadji Malick DIOUF / OUT: Ismail JAKOBS,api.fifa.com
1396,81,95,,Senegal,523354,Bara Sapoko NDIAYE,Substitution,substitution,332314,IN: Bara Sapoko NDIAYE / OUT: Idrissa Gana GUEYE,api.fifa.com
1397,81,120,,Senegal,,,VAR Review,,,from sofascore.com,sofascore.com
1398,82,45,,USA,466624,Folarin BALOGUN,Goal,open_play,448214,,api.fifa.com
1399,82,45,,USA,448214,Malik TILLMAN,Assist,assist,466624,assist attributed via sofascore.com,sofascore.com
1400,82,82,,USA,448214,Malik TILLMAN,Goal,open_play,,,api.fifa.com
1401,82,64,,USA,466624,Folarin BALOGUN,Red Card,,,,api.fifa.com
1402,82,80,,Bosnia and Herzegovina,,,Yellow Card,coach_or_staff,,Coach/staff booking,api.fifa.com
1403,82,80,,Bosnia and Herzegovina,489521,Stjepan RADELJIC,Yellow Card,,,,api.fifa.com
1404,82,87,,USA,499912,Sebastian BERHALTER,Substitution,substitution,406280,IN: Sebastian BERHALTER / OUT: Sergino DEST,api.fifa.com
1405,82,87,,USA,419082,Ricardo PEPI,Substitution,substitution,390267,IN: Ricardo PEPI / OUT: Christian PULISIC,api.fifa.com
1406,82,90,5,USA,419068,Giovanni REYNA,Substitution,substitution,390259,IN: Giovanni REYNA / OUT: Weston McKENNIE,api.fifa.com
1407,82,51,,Bosnia and Herzegovina,522846,Ermin MAHMIC,Substitution,substitution,300409,IN: Ermin MAHMIC / OUT: Edin DZEKO,api.fifa.com
1408,82,51,,Bosnia and Herzegovina,464566,Esmir BAJRAKTAREVIC,Substitution,substitution,489523,IN: Esmir BAJRAKTAREVIC / OUT: Armin GIGOVIC,api.fifa.com
1409,82,51,,Bosnia and Herzegovina,483966,Benjamin TAHIROVIC,Substitution,substitution,372436,IN: Benjamin TAHIROVIC / OUT: Ivan SUNJIC,api.fifa.com
1410,82,75,,Bosnia and Herzegovina,494640,Amar MEMIC,Substitution,substitution,489520,IN: Amar MEMIC / OUT: Nikola KATIC,api.fifa.com
1411,82,75,,Bosnia and Herzegovina,482984,Haris TABAKOVIC,Substitution,substitution,376230,IN: Haris TABAKOVIC / OUT: Sead KOLASINAC,api.fifa.com
1412,82,64,,USA,,,VAR Review,,,from sofascore.com,sofascore.com
1413,83,36,,Spain,430751,Mikel OYARZABAL,Goal,open_play,430735,,api.fifa.com
1414,83,36,,Spain,430735,Marc CUCURELLA,Assist,assist,430751,assist attributed via sofascore.com,sofascore.com
1415,83,66,,Spain,430144,Pedro PORRO,Goal,open_play,447860,,api.fifa.com
1416,83,66,,Spain,447860,Alex BAENA,Assist,assist,430144,assist attributed via sofascore.com,sofascore.com
1417,83,89,,Spain,430751,Mikel OYARZABAL,Goal,open_play,430735,,api.fifa.com
1418,83,89,,Spain,430735,Marc CUCURELLA,Assist,assist,430751,assist attributed via sofascore.com,sofascore.com
1419,83,83,,Austria,441067,Stefan POSCH,Yellow Card,,,,api.fifa.com
1420,83,71,,Spain,405545,Ferran TORRES,Substitution,substitution,447860,IN: Ferran TORRES / OUT: Alex BAENA,api.fifa.com
1421,83,71,,Spain,430733,Mikel MERINO,Substitution,substitution,430750,IN: Mikel MERINO / OUT: Dani OLMO,api.fifa.com
1422,83,85,,Spain,447866,GAVI,Substitution,substitution,484320,IN: GAVI / OUT: Lamine YAMAL,api.fifa.com
1423,83,90,3,Spain,484728,Marc PUBILL,Substitution,substitution,335999,IN: Marc PUBILL / OUT: Aymeric LAPORTE,api.fifa.com
1424,83,90,3,Spain,430718,Fabian RUIZ,Substitution,substitution,423646,IN: Fabian RUIZ / OUT: PEDRI,api.fifa.com
1425,83,,,Austria,385248,Florian GRILLITSCH,Substitution,substitution,385531,IN: Florian GRILLITSCH / OUT: Xaver Schlager,api.fifa.com
1426,83,,,Austria,463800,Carney CHUKWUEMEKA,Substitution,substitution,441088,IN: Carney CHUKWUEMEKA / OUT: Nicolas SEIWALD,api.fifa.com
1427,83,60,,Austria,299200,Marko ARNAUTOVIC,Substitution,substitution,401131,IN: Marko ARNAUTOVIC / OUT: Michael Gregoritsch,api.fifa.com
1428,83,60,,Austria,430100,Sasa KALAJDZIC,Substitution,substitution,463283,IN: Sasa KALAJDZIC / OUT: Romano SCHMID,api.fifa.com
1429,83,85,,Austria,463282,Alexander PRASS,Substitution,substitution,441067,IN: Alexander PRASS / OUT: Stefan POSCH,api.fifa.com
1430,84,68,,Portugal,201200,CRISTIANO RONALDO,Goal,penalty,,Penalty scored,api.fifa.com
1431,84,90,4,Portugal,448081,GONCALO RAMOS,Goal,open_play,,,api.fifa.com
1432,84,53,,Croatia,359381,Ivan PERISIC,Goal,open_play,433667,,api.fifa.com
1433,84,53,,Croatia,433667,Josip STANISIC,Assist,assist,359381,assist attributed via sofascore.com,sofascore.com
1434,84,17,,Portugal,384752,RUBEN DIAS,Yellow Card,,,,api.fifa.com
1435,84,59,,Croatia,241559,Luka MODRIC,Yellow Card,,,,api.fifa.com
1436,84,90,8,Croatia,359381,Ivan PERISIC,Yellow Card,,,,api.fifa.com
1437,84,62,,Portugal,485081,FRANCISCO CONCEICAO,Substitution,substitution,418548,IN: FRANCISCO CONCEICAO / OUT: PEDRO NETO,api.fifa.com
1438,84,62,,Portugal,395205,BERNARDO SILVA,Substitution,substitution,441149,IN: BERNARDO SILVA / OUT: VITINHA,api.fifa.com
1439,84,62,,Portugal,395212,NELSON SEMEDO,Substitution,substitution,395206,IN: NELSON SEMEDO / OUT: BRUNO FERNANDES,api.fifa.com
1440,84,62,,Portugal,448081,GONCALO RAMOS,Substitution,substitution,368649,IN: GONCALO RAMOS / OUT: JOAO CANCELO,api.fifa.com
1441,84,81,,Portugal,395216,RUBEN NEVES,Substitution,substitution,201200,IN: RUBEN NEVES / OUT: CRISTIANO RONALDO,api.fifa.com
1442,84,,,Croatia,485068,Igor MATANOVIC,Substitution,substitution,430070,IN: Igor MATANOVIC / OUT: Ante BUDIMIR,api.fifa.com
1443,84,68,,Croatia,380005,Mario PASALIC,Substitution,substitution,482774,IN: Mario PASALIC / OUT: Martin BATURINA,api.fifa.com
1444,84,90,2,Croatia,448180,Josko GVARDIOL,Substitution,substitution,409191,IN: Josko GVARDIOL / OUT: Nikola VLASIC,api.fifa.com
1445,84,90,6,Croatia,336472,Andrej KRAMARIC,Substitution,substitution,339987,IN: Andrej KRAMARIC / OUT: Mateo KOVACIC,api.fifa.com
1446,84,103,,Croatia,,,VAR Review,,,from sofascore.com,sofascore.com
1447,85,10,,Switzerland,393480,Breel EMBOLO,Goal,open_play,502727,,api.fifa.com
1448,85,10,,Switzerland,502727,Johan MANZAMBI,Assist,assist,393480,assist attributed via sofascore.com,sofascore.com
1449,85,46,,Switzerland,448114,Dan NDOYE,Goal,open_play,,,api.fifa.com
1450,85,36,,Algeria,477795,Fares CHAIBI,Yellow Card,,,,api.fifa.com
1451,85,72,,Algeria,441350,Hicham BOUDAOUI,Yellow Card,,,,api.fifa.com
1452,85,70,,Switzerland,448103,Fabian RIEDER,Substitution,substitution,448131,IN: Fabian RIEDER / OUT: Ruben VARGAS,api.fifa.com
1453,85,70,,Switzerland,448127,Noah OKAFOR,Substitution,substitution,502727,IN: Noah OKAFOR / OUT: Johan MANZAMBI,api.fifa.com
1454,85,82,,Switzerland,448112,Zeki AMDOUNI,Substitution,substitution,393480,IN: Zeki AMDOUNI / OUT: Breel EMBOLO,api.fifa.com
1455,85,87,,Switzerland,433147,Michel AEBISCHER,Substitution,substitution,448114,IN: Michel AEBISCHER / OUT: Dan NDOYE,api.fifa.com
1456,85,87,,Switzerland,356412,Silvan WIDMER,Substitution,substitution,401448,IN: Silvan WIDMER / OUT: Denis ZAKARIA,api.fifa.com
1457,85,58,,Algeria,482869,Jaouen HADJAM,Substitution,substitution,430698,IN: Jaouen HADJAM / OUT: Houssem Aouar,api.fifa.com
1458,85,58,,Algeria,405877,Amine GOUIRI,Substitution,substitution,433679,IN: Amine GOUIRI / OUT: Ramiz ZERROUKI,api.fifa.com
1459,85,71,,Algeria,441350,Hicham BOUDAOUI,Substitution,substitution,379939,IN: Hicham BOUDAOUI / OUT: Nabil Bentaleb,api.fifa.com
1460,85,71,,Algeria,482874,Anis HADJ MOUSSA,Substitution,substitution,379942,IN: Anis HADJ MOUSSA / OUT: Riyad Mahrez,api.fifa.com
1461,85,82,,Algeria,512132,Adil BOULBINA,Substitution,substitution,511009,IN: Adil BOULBINA / OUT: Rafik BELGHALI,api.fifa.com
1462,86,55,,Australia,408950,MOHAMED HANY,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
1463,86,,,Australia,355775,Jackson IRVINE,Penalty Shootout Goal,penalty_shootout,,Shootout kick scored,api.fifa.com
1464,86,,,Australia,406606,Awer MABIL,Penalty Shootout Goal,penalty_shootout,,Shootout kick scored,api.fifa.com
1465,86,13,,Egypt,430482,EMAM ASHOUR,Goal,open_play,,,api.fifa.com
1466,86,,,Egypt,483183,MAHMOUD SABER,Penalty Shootout Goal,penalty_shootout,,Shootout kick scored,api.fifa.com
1467,86,,,Egypt,344661,RAMY RABIA,Penalty Shootout Goal,penalty_shootout,,Shootout kick scored,api.fifa.com
1468,86,,,Egypt,344654,MOHAMED SALAH,Penalty Shootout Goal,penalty_shootout,,Shootout kick scored,api.fifa.com
1469,86,,,Egypt,483182,HOSSAM ABDELMAGUID,Penalty Shootout Goal,penalty_shootout,,Shootout kick scored,api.fifa.com
1470,86,91,,Egypt,,,Yellow Card,coach_or_staff,,Coach/staff booking,api.fifa.com
1471,86,104,,Egypt,424106,Haissem HASSAN,Yellow Card,,,,api.fifa.com
1472,86,120,,Egypt,369267,YASSER IBRAHIM,Yellow Card,,,,api.fifa.com
1473,86,,,Australia,494411,Kai TREWIN,Substitution,substitution,423522,IN: Kai TREWIN / OUT: Jordan BOS,api.fifa.com
1474,86,74,,Australia,404319,Ajdin HRUSTIC,Substitution,substitution,448015,IN: Ajdin HRUSTIC / OUT: Cristian VOLPATO,api.fifa.com
1475,86,74,,Australia,498806,Mohamed TOURE,Substitution,substitution,486306,IN: Mohamed TOURE / OUT: Nestory IRANKUNDA,api.fifa.com
1476,86,,,Australia,406606,Awer MABIL,Substitution,substitution,430452,IN: Awer MABIL / OUT: Connor METCALFE,api.fifa.com
1477,86,,,Australia,498421,Paul OKON-ENGSTLER,Substitution,substitution,430440,IN: Paul OKON-ENGSTLER / OUT: Aiden ONEILL,api.fifa.com
1478,86,119,,Australia,339117,Mathew RYAN,Substitution,substitution,494557,IN: Mathew RYAN / OUT: Patrick BEACH,api.fifa.com
1479,86,67,,Egypt,424106,Haissem HASSAN,Substitution,substitution,483161,IN: Haissem HASSAN / OUT: MOSTAFA ZICO,api.fifa.com
1480,86,67,,Egypt,483182,HOSSAM ABDELMAGUID,Substitution,substitution,429095,IN: HOSSAM ABDELMAGUID / OUT: HAMDY FATHY,api.fifa.com
1481,86,80,,Egypt,363863,TREZEGUET,Substitution,substitution,407022,IN: TREZEGUET / OUT: KARIM HAFEZ,api.fifa.com
1482,86,,,Egypt,495488,HAMZA ABDELKARIM,Substitution,substitution,430476,IN: HAMZA ABDELKARIM / OUT: OMAR MARMOUSH,api.fifa.com
1483,86,120,1,Egypt,483183,MAHMOUD SABER,Substitution,substitution,461788,IN: MAHMOUD SABER / OUT: MARAWAN ATTIA,api.fifa.com
1484,86,121,,Australia,430442,,Penalty Shootout Miss,penalty_shootout,,from sofascore.com (local_player_ref=383),sofascore.com
1485,86,121,,Australia,504931,,Penalty Shootout Miss,penalty_shootout,,from sofascore.com (local_player_ref=389),sofascore.com
1486,87,29,,Argentina,229397,Lionel MESSI,Goal,open_play,,,api.fifa.com
1487,87,92,,Argentina,402921,Lisandro MARTINEZ,Goal,open_play,,,api.fifa.com
1488,87,111,,Argentina,409241,DINEY BORGES,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
1489,87,59,,Cabo Verde,477827,DEROY DUARTE,Goal,open_play,,,api.fifa.com
1490,87,103,,Cabo Verde,477832,SIDNY LOPES CABRAL,Goal,open_play,,,api.fifa.com
1491,87,115,,Argentina,402926,Gonzalo MONTIEL,Yellow Card,,,,api.fifa.com
1492,87,68,,Cabo Verde,477852,KEVIN PINA,Yellow Card,,,,api.fifa.com
1493,87,63,,Argentina,430631,Nico GONZALEZ,Substitution,substitution,418975,IN: Nico GONZALEZ / OUT: Thiago ALMADA,api.fifa.com
1494,87,63,,Argentina,416081,Julian ALVAREZ,Substitution,substitution,402920,IN: Julian ALVAREZ / OUT: Lautaro MARTINEZ,api.fifa.com
1495,87,84,,Argentina,332847,Leandro PAREDES,Substitution,substitution,428882,IN: Leandro PAREDES / OUT: Rodrigo DE PAUL,api.fifa.com
1496,87,85,,Argentina,308322,Nicolas TAGLIAFICO,Substitution,substitution,418963,IN: Nicolas TAGLIAFICO / OUT: Facundo MEDINA,api.fifa.com
1497,87,104,,Argentina,402926,Gonzalo MONTIEL,Substitution,substitution,402925,IN: Gonzalo MONTIEL / OUT: Nahuel MOLINA,api.fifa.com
1498,87,67,,Cabo Verde,482782,DAILON LIVRAMENTO,Substitution,substitution,401893,IN: DAILON LIVRAMENTO / OUT: NUNO DA COSTA,api.fifa.com
1499,87,67,,Cabo Verde,401894,JAMIRO MONTEIRO,Substitution,substitution,480966,IN: JAMIRO MONTEIRO / OUT: LAROS DUARTE,api.fifa.com
1500,87,80,,Cabo Verde,477849,HELIO VARELA,Substitution,substitution,477856,IN: HELIO VARELA / OUT: JOVANE CABRAL,api.fifa.com
1501,87,80,,Cabo Verde,433724,WILLY SEMEDO,Substitution,substitution,355642,IN: WILLY SEMEDO / OUT: RYAN MENDES,api.fifa.com
1502,87,100,,Cabo Verde,477862,GILSON BENCHIMOL,Substitution,substitution,477852,IN: GILSON BENCHIMOL / OUT: KEVIN PINA,api.fifa.com
1503,87,100,,Cabo Verde,494313,YANNICK SEMEDO,Substitution,substitution,477827,IN: YANNICK SEMEDO / OUT: DEROY DUARTE,api.fifa.com
1504,88,14,,Colombia,470760,Jhon ARIAS,Goal,open_play,428905,,api.fifa.com
1505,88,14,,Colombia,428905,Luis SUAREZ,Assist,assist,470760,assist attributed via sofascore.com,sofascore.com
1506,88,12,,Colombia,470760,Jhon ARIAS,Yellow Card,,,,api.fifa.com
1507,88,78,,Colombia,473050,Richard RIOS,Yellow Card,,,,api.fifa.com
1508,88,49,,Ghana,506279,Caleb YIRENKYI,Yellow Card,,,,api.fifa.com
1509,88,66,,Ghana,441342,Abdul FATAWU,Yellow Card,,,,api.fifa.com
1510,88,76,,Ghana,448522,Alidu SEIDU,Yellow Card,,,,api.fifa.com
1511,88,8,,Colombia,428905,Luis SUAREZ,Substitution,substitution,369530,IN: Luis SUAREZ / OUT: Jhon CORDOBA,api.fifa.com
1512,88,,,Colombia,473050,Richard RIOS,Substitution,substitution,269058,IN: Richard RIOS / OUT: James RODRIGUEZ,api.fifa.com
1513,88,72,,Colombia,356704,Juan QUINTERO,Substitution,substitution,470760,IN: Juan QUINTERO / OUT: Jhon ARIAS,api.fifa.com
1514,88,90,,Colombia,405755,Jaminton CAMPAZ,Substitution,substitution,428886,IN: Jaminton CAMPAZ / OUT: Luis DIAZ,api.fifa.com
1515,88,13,,Ghana,448522,Alidu SEIDU,Substitution,substitution,520039,IN: Alidu SEIDU / OUT: Marvin SENAYA,api.fifa.com
1516,88,62,,Ghana,441342,Abdul FATAWU,Substitution,substitution,411376,IN: Abdul FATAWU / OUT: Inaki WILLIAMS,api.fifa.com
1517,88,62,,Ghana,441341,Elisha OWUSU,Substitution,substitution,507253,IN: Elisha OWUSU / OUT: Kwasi SIBO,api.fifa.com
1518,88,79,,Ghana,514401,Prince ADU,Substitution,substitution,506279,IN: Prince ADU / OUT: Caleb YIRENKYI,api.fifa.com
1519,88,79,,Ghana,448525,Ernest NUAMAH,Substitution,substitution,353235,IN: Ernest NUAMAH / OUT: Jordan AYEW,api.fifa.com
1520,90,50,,Morocco,441307,Azzedine OUNAHI,Goal,open_play,400721,,api.fifa.com
1521,90,50,,Morocco,400721,Achraf HAKIMI,Assist,assist,441307,assist attributed via sofascore.com,sofascore.com
1522,90,82,,Morocco,441307,Azzedine OUNAHI,Goal,open_play,430740,,api.fifa.com
1523,90,82,,Morocco,430740,Brahim DIAZ,Assist,assist,441307,assist attributed via sofascore.com,sofascore.com
1524,90,90,8,Morocco,433426,Soufiane RAHIMI,Goal,open_play,,,api.fifa.com
1525,90,40,,Canada,431696,Richie LARYEA,Yellow Card,,,,api.fifa.com
1526,90,43,,Canada,441257,Jonathan DAVID,Yellow Card,,,,api.fifa.com
1527,90,49,,Canada,480322,Luc DE FOUGEROLLES,Yellow Card,,,,api.fifa.com
1528,90,67,,Canada,390670,Cyle LARIN,Yellow Card,,,,api.fifa.com
1529,90,20,,Morocco,485767,Redouane HALHAL,Yellow Card,,,,api.fifa.com
1530,90,40,,Morocco,400721,Achraf HAKIMI,Yellow Card,,,,api.fifa.com
1531,90,45,,Morocco,441307,Azzedine OUNAHI,Yellow Card,,,,api.fifa.com
1532,90,45,6,Morocco,448612,Bilal EL KHANNOUSS,Yellow Card,,,,api.fifa.com
1533,90,63,,Canada,390670,Cyle LARIN,Substitution,substitution,486929,IN: Cyle LARIN / OUT: Tani OLUWASEYI,api.fifa.com
1534,90,78,,Canada,493970,Promise DAVID,Substitution,substitution,466687,IN: Promise DAVID / OUT: Ali AHMED,api.fifa.com
1535,90,78,,Canada,448411,Jacob SHAFFELBURG,Substitution,substitution,431696,IN: Jacob SHAFFELBURG / OUT: Richie LARYEA,api.fifa.com
1536,90,87,,Canada,423933,Jayden Nelson,Substitution,substitution,430138,IN: Jayden Nelson / OUT: Tajon BUCHANAN,api.fifa.com
1537,90,87,,Canada,370986,Jonathan OSORIO,Substitution,substitution,485064,IN: Jonathan OSORIO / OUT: Niko SIGUR,api.fifa.com
1538,90,22,,Morocco,433426,Soufiane RAHIMI,Substitution,substitution,448598,IN: Soufiane RAHIMI / OUT: Ismael SAIBARI,api.fifa.com
1539,90,63,,Morocco,372266,Sofyan AMRABAT,Substitution,substitution,485760,IN: Sofyan AMRABAT / OUT: Ayyoub BOUADDI,api.fifa.com
1540,90,63,,Morocco,494293,Chemsdine TALBI,Substitution,substitution,448612,IN: Chemsdine TALBI / OUT: Bilal EL KHANNOUSS,api.fifa.com
1541,90,87,,Morocco,395760,Marwane SAADANE,Substitution,substitution,403083,IN: Marwane SAADANE / OUT: Issa Diop,api.fifa.com
1542,90,87,,Morocco,505097,Samir EL MOURABET,Substitution,substitution,441307,IN: Samir EL MOURABET / OUT: Azzedine OUNAHI,api.fifa.com
1543,89,70,,France,389867,Kylian MBAPPE,Goal,penalty,,Penalty scored,api.fifa.com
1544,89,90,,Paraguay,,,Yellow Card,coach_or_staff,,Coach/staff booking,api.fifa.com
1545,89,19,,France,484860,Bradley BARCOLA,Yellow Card,,,,api.fifa.com
1546,89,81,,France,485677,Manu KONE,Yellow Card,,,,api.fifa.com
1547,89,90,7,France,485655,Michael OLISE,Yellow Card,,,,api.fifa.com
1548,89,58,,Paraguay,520066,Jose CANALE,Substitution,substitution,431202,IN: Jose CANALE / OUT: Omar ALDERETE,api.fifa.com
1549,89,61,,Paraguay,485804,Gustavo CABALLERO,Substitution,substitution,441234,IN: Gustavo CABALLERO / OUT: Julio ENCISO,api.fifa.com
1550,89,71,,Paraguay,463127,Gabriel AVALOS,Substitution,substitution,369761,IN: Gabriel AVALOS / OUT: Miguel ALMIRON,api.fifa.com
1551,89,71,,Paraguay,495046,MAURICIO,Substitution,substitution,463128,IN: MAURICIO / OUT: Diego GOMEZ,api.fifa.com
1552,89,61,,France,464114,Desire DOUE,Substitution,substitution,484860,IN: Desire DOUE / OUT: Bradley BARCOLA,api.fifa.com
1553,89,84,,France,431861,Rayan CHERKI,Substitution,substitution,398680,IN: Rayan CHERKI / OUT: Ousmane DEMBELE,api.fifa.com
1554,91,90,10,Brazil,314197,NEYMAR JR,Goal,penalty,,Penalty scored,api.fifa.com
1555,91,79,,Norway,419652,Erling HAALAND,Goal,open_play,494626,,api.fifa.com
1556,91,79,,Norway,494626,Andreas SCHJELDERUP,Assist,assist,419652,assist attributed via sofascore.com,sofascore.com
1557,91,90,,Norway,419652,Erling HAALAND,Goal,open_play,,,api.fifa.com
1558,91,90,6,Brazil,314197,NEYMAR JR,Yellow Card,,,,api.fifa.com
1559,91,58,,Brazil,463746,ENDRICK,Substitution,substitution,430609,IN: ENDRICK / OUT: MATHEUS CUNHA,api.fifa.com
1560,91,67,,Brazil,314197,NEYMAR JR,Substitution,substitution,430597,IN: NEYMAR JR / OUT: GABRIEL MARTINELLI,api.fifa.com
1561,91,67,,Brazil,429392,DANILO SANTOS,Substitution,substitution,475036,IN: DANILO SANTOS / OUT: RAYAN,api.fifa.com
1562,91,79,,Brazil,485069,EDERSON SILVA,Substitution,substitution,430605,IN: EDERSON SILVA / OUT: BRUNO GUIMARAES,api.fifa.com
1563,91,,,Norway,494626,Andreas SCHJELDERUP,Substitution,substitution,483448,IN: Andreas SCHJELDERUP / OUT: Antonio NUSA,api.fifa.com
1564,91,,,Norway,477470,Oscar BOBB,Substitution,substitution,398588,IN: Oscar BOBB / OUT: Alexander SORLOTH,api.fifa.com
1565,91,63,,Norway,483497,Fredrik AURSNES,Substitution,substitution,483496,IN: Fredrik AURSNES / OUT: Julian RYERSON,api.fifa.com
1566,91,90,5,Norway,419672,Leo OSTIGARD,Substitution,substitution,483505,IN: Leo OSTIGARD / OUT: David MOLLER WOLFE,api.fifa.com
1567,91,3,,Norway,,,VAR Review,,,from sofascore.com,sofascore.com
1568,91,14,,Brazil,,,VAR Review,,,from sofascore.com,sofascore.com
1569,92,42,,Mexico,429157,Julian QUINONES,Goal,open_play,,,api.fifa.com
1570,92,69,,Mexico,356731,Raul JIMENEZ,Goal,penalty,,Penalty scored,api.fifa.com
1571,92,36,,England,448202,Jude BELLINGHAM,Goal,open_play,448196,,api.fifa.com
1572,92,36,,England,448196,Bukayo SAKA,Assist,assist,448202,assist attributed via sofascore.com,sofascore.com
1573,92,38,,England,448202,Jude BELLINGHAM,Goal,open_play,369419,,api.fifa.com
1574,92,38,,England,369419,Harry KANE,Assist,assist,448202,assist attributed via sofascore.com,sofascore.com
1575,92,60,,England,369419,Harry KANE,Goal,penalty,,Penalty scored,api.fifa.com
1576,92,71,,Mexico,403596,Jorge SANCHEZ,Yellow Card,,,,api.fifa.com
1577,92,90,8,Mexico,425701,Johan VASQUEZ,Yellow Card,,,,api.fifa.com
1578,92,1,,England,433097,Declan RICE,Yellow Card,,,,api.fifa.com
1579,92,54,,England,463809,Jarell QUANSAH,Red Card,,,,api.fifa.com
1580,92,68,,England,405841,Marc GUEHI,Yellow Card,,,,api.fifa.com
1581,92,72,,England,463780,Nico OREILLY,Yellow Card,,,,api.fifa.com
1582,92,90,8,England,356189,Jordan HENDERSON,Yellow Card,,,,api.fifa.com
1583,92,,,Mexico,400634,Edson ALVAREZ,Substitution,substitution,395516,IN: Edson ALVAREZ / OUT: Cesar MONTES,api.fifa.com
