player_id,player_name,position_group,similar_player_id,similar_player_name,similarity
30,Teboho Mokoena,MF,557,Daizen Maeda,0.8758782432302914
30,Teboho Mokoena,MF,684,Mohammad Mohebbi,0.8758782432302914
31,Thalente Wandile Mbatha,MF,386,Jackson Alexander Irvine,0.99621223122432
31,Thalente Wandile Mbatha,MF,786,Essa Nasser Aldawsari,0.9914717551699939
31,Thalente Wandile Mbatha,MF,168,Karim Karim Boudiaf,0.7375927571420569
31,Thalente Wandile Mbatha,MF,146,Amir Hadziahmetovic,0.6611466183843017
31,Thalente Wandile Mbatha,MF,112,Ismaël Kenneth Jordan Kone,0.6587516879242139
31,Thalente Wandile Mbatha,MF,346,Diego Alexander Gomez,0.6587516879242139
31,Thalente Wandile Mbatha,MF,277,Danley Jean Jacques,0.640224386014338
31,Thalente Wandile Mbatha,MF,145,Amar Memic,0.6300154501404188
31,Thalente Wandile Mbatha,MF,1080,Noah Junior Sadiki,0.6300154501404188
31,Thalente Wandile Mbatha,MF,941,Leandro Daniel Paredes,0.6300154501404188
32,Aubrey Maphosa Modiba,DF,1168,Reece Lewis James,1.0
32,Aubrey Maphosa Modiba,DF,117,Derek Austin Cornelius,1.0
32,Aubrey Maphosa Modiba,DF,1210,Gideon Mensah,1.0
32,Aubrey Maphosa Modiba,DF,1176,Josip Sutalo,1.0
32,Aubrey Maphosa Modiba,DF,1141,Davinson Sanchez,1.0
32,Aubrey Maphosa Modiba,DF,186,Nico Elvedi,1.0
32,Aubrey Maphosa Modiba,DF,148,Nikola Katic,1.0
32,Aubrey Maphosa Modiba,DF,126,Richmond Mamah Laryea,1.0
32,Aubrey Maphosa Modiba,DF,1068,Wan Wan-Bissaka,1.0
32,Aubrey Maphosa Modiba,DF,1070,Axel Tuanzebe,1.0
33,Oswin Reagan Appollis,FW,11,Santiago Tomás Gimenez,1.0000000000000002
33,Oswin Reagan Appollis,FW,141,Edin Dzeko,1.0000000000000002
33,Oswin Reagan Appollis,FW,167,Hassan Akram,1.0000000000000002
33,Oswin Reagan Appollis,FW,1083,Cedric Bakambu,1.0000000000000002
33,Oswin Reagan Appollis,FW,275,Ruben Fritzner Providence,1.0000000000000002
33,Oswin Reagan Appollis,FW,954,Nicolas Paz,1.0000000000000002
33,Oswin Reagan Appollis,FW,936,Julian Ryerson,1.0000000000000002
33,Oswin Reagan Appollis,FW,952,Thiago Ezequiel Almada,1.0000000000000002
33,Oswin Reagan Appollis,FW,477,Ange-Yoan Laurent Bonny,1.0000000000000002
33,Oswin Reagan Appollis,FW,451,Jürgen Leonardo Locadia,1.0000000000000002
34,Tshepang Moremi,FW,416,Can Yılmaz Uzun,0.9995311851640166
34,Tshepang Moremi,FW,957,Jose Manuel Alberto Lopez,0.9989462659422265
34,Tshepang Moremi,FW,565,Koki Ogawa,0.9981293010023821
34,Tshepang Moremi,FW,1079,Meschack Lina Elia,0.9958069956936535
34,Tshepang Moremi,FW,530,Memphis Depay,0.9895927260585701
34,Tshepang Moremi,FW,1137,Juan Camilo Hernandez,0.9860743443666494
34,Tshepang Moremi,FW,1220,Ernest Nuamah Nuamah,0.9780398805525561
34,Tshepang Moremi,FW,662,Yousry Fouad Haissem Hassan,0.9317182460623813
34,Tshepang Moremi,FW,25,Roberto Carlos Alvarado,0.9181698229363691
34,Tshepang Moremi,FW,745,Nicholas Williams,0.9116501822881593
35,Lyle Brent Foster,FW,1240,Cecilio Alfonso Waterman,0.9999999999999998
35,Lyle Brent Foster,FW,1239,Jose Fajardo,0.9999999999999998
35,Lyle Brent Foster,FW,104,Denis Visinsky,0.9999999999999998
35,Lyle Brent Foster,FW,1027,Nayef Ahmad Mahmoud Almardi,0.9999999999999998
35,Lyle Brent Foster,FW,973,Anis Hadj Moussa,0.9999999999999998
35,Lyle Brent Foster,FW,1066,Francisco Francisco Conceicao,0.9999999999999998
35,Lyle Brent Foster,FW,1038,Ahmad Ali Ali Azaizeh,0.9999999999999998
35,Lyle Brent Foster,FW,921,Jørgen Strand Strand Larsen,0.9999999999999998
35,Lyle Brent Foster,FW,763,BENCHIMOLGilson Gilson,0.9999999999999998
35,Lyle Brent Foster,FW,271,Don Deedson Deedson,0.9999999999999998
36,Relebohile Mofokeng,FW,93,Pavel Sulc,1.0000000000000002
36,Relebohile Mofokeng,FW,88,Patrik Schick,1.0000000000000002
36,Relebohile Mofokeng,FW,124,Ali Ahmed,1.0000000000000002
36,Relebohile Mofokeng,FW,116,Tanitoluwa Oluwatimilehin Oluwaseyi,1.0000000000000002
36,Relebohile Mofokeng,FW,1127,Jhon Andrés Cordoba,1.0000000000000002
36,Relebohile Mofokeng,FW,171,Abdurisag Yusuf Abdurisag,1.0000000000000002
