player_id,player_name,team_id,position,position_group,anomaly_score,is_anomaly
302,Dominic John Hyam,12,DEF,DF,0.35526381590584527,False
965,Achref Abada,38,DEF,DF,0.35526381590584527,False
730,Marc Pubill,29,DEF,DF,0.35526381590584527,False
990,David Leopold Affengruber,39,DEF,DF,0.35526381590584527,False
1136,Willer Emilio Ditta,44,DEF,DF,0.35526381590584527,False
779,PIRESKelvin Kelvin,30,DEF,DF,0.35526381590584527,False
782,Hassan Ali Majrashi,31,DEF,DF,0.35526381590584527,False
674,Abdelghaffar Abdel Tarek Alaa,26,DEF,DF,0.35526381590584527,False
988,Samir Sophian Chergui,38,DEF,DF,0.35526381590584527,False
794,Kadish Hassan,31,DEF,DF,0.35526381590584527,False
805,Abdullatif Jehad Thikri,31,DEF,DF,0.35526381590584527,False
