player_id,player_name,position,team,matches,minutes,attacking_score,chance_creation_score,passing_score,defensive_score,overall_score
1196,Petar Musa,FWD,Croatia,2,158,67.0,28.3,3.7,32.9,47.6
271,Don Deedson Deedson,FWD,Haiti,3,115,47.9,54.1,31.6,45.8,47.6
997,Marcel Sabitzer,MID,Austria,4,386,67.9,53.1,38.9,33.6,47.6
95,Lukáš Provod,MID,Czechia,3,124,41.9,51.2,42.3,53.2,47.6
952,Thiago Ezequiel Almada,FWD,Argentina,4,216,41.5,48.2,72.8,54.9,47.6
495,Hernán Ismael Galindez,GK,Ecuador,4,370,,,,,47.5
1185,Mario Pasalic,MID,Croatia,4,135,56.6,30.1,48.8,59.9,47.5
293,Mc,MID,Scotland,3,261,70.9,62.4,35.1,22.7,47.3
174,Hussain Sultan,DEF,Qatar,2,142,29.6,36.1,34.4,56.2,47.2
43,Sekotori Evidence Makgopa,FWD,South Africa,4,216,59.5,29.1,7.2,64.2,47.1
348,Miguel Angel Almiron,MID,Paraguay,4,320,45.4,55.8,20.5,63.9,46.9
984,Ibrahim Maza,MID,Algeria,4,359,64.3,52.4,39.8,33.6,46.9
708,Joe Zen Robert Bell,MID,New Zealand,3,255,34.8,33.8,59.1,60.0,46.9
83,Vladimír Coufal,DEF,Czechia,3,280,42.6,73.1,43.8,44.2,46.8
11,Santiago Tomás Gimenez,FWD,Mexico,4,104,59.2,43.2,4.3,28.8,46.7
827,Federico Sebastian Vinas,FWD,Uruguay,3,198,59.6,35.9,6.1,42.9,46.7
167,Hassan Akram,FWD,Qatar,3,243,43.0,63.9,46.9,21.8,46.5
241,Chemsdine Talbi,MID,Morocco,5,187,44.1,53.4,47.3,38.8,46.4
953,Giuliano Simeone,FWD,Argentina,3,193,38.8,51.8,58.3,61.6,46.3
320,Mc,MID,USA,5,468,49.6,50.7,53.8,30.9,46.3
769,Michael Laros Duarte,MID,Cabo Verde,4,174,64.4,51.2,27.7,44.0,46.2
557,Daizen Maeda,MID,Japan,3,253,68.1,39.9,34.3,48.1,46.2
369,Jordan Jacob Bos,DEF,Australia,4,392,56.4,53.4,42.7,44.5,46.2
1228,Cristian Jesus Martinez,MID,Panama,3,245,37.2,59.9,36.0,47.2,46.2
1074,Samuel Alain Moutoussamy,MID,Congo DR,4,335,38.9,38.7,49.8,57.3,46.2
372,Connor Isaac Metcalfe,MID,Australia,4,347,67.9,37.4,30.3,55.2,46.2
892,Bayesh Kamil Ibrahim Bayesh,MID,Iraq,3,236,41.3,51.9,25.6,63.9,46.2
1199,Caleb Marfo Yirenkyi,MID,Ghana,4,282,61.5,40.0,35.5,52.0,46.2
534,Tijjani Martinus Jan Reijnders,MID,Netherlands,3,201,57.2,58.3,43.4,25.4,46.1
689,Mohammadhossein Kanani,DEF,IR Iran,2,184,48.4,26.2,35.3,52.7,46.1
1171,Dominik Livakovic,GK,Croatia,4,374,,,,,46.0
60,Seungho Paik,MID,Korea Republic,3,251,30.6,45.9,71.6,32.7,46.0
847,Ibrahima Konate,DEF,France,2,116,31.9,37.6,45.6,49.8,45.9
373,Mohamed Toure,FWD,Australia,3,217,57.1,44.0,13.0,21.8,45.9
1218,Kamal Deen Sulemana,FWD,Ghana,2,129,43.9,53.0,39.6,42.8,45.6
353,Gustavo Raul Gomez,DEF,Paraguay,5,500,32.8,26.4,25.7,57.3,45.4
1003,Philipp Lienhart,DEF,Austria,2,198,38.6,39.5,76.9,37.1,45.4
696,Shahriyar Moghanloo,FWD,IR Iran,3,91,44.6,47.6,22.7,67.0,45.4
1025,Burhan Shehadeh Odeh Fakhoury,FWD,Jordan,3,197,52.6,45.0,16.6,33.3,45.2
1214,Jerome Opoku,DEF,Ghana,3,284,31.3,42.6,42.9,48.6,45.1
1145,Jordan Lee Pickford,GK,England,7,680,,,,,44.9
1183,Nikola Vlasic,MID,Croatia,3,192,70.5,35.5,28.5,52.2,44.9
232,IBANEZRoger Roger,DEF,Brazil,1,90,36.2,42.8,42.2,47.4,44.8
119,Moïse Bombito Bombito,DEF,Canada,3,201,45.9,33.3,61.8,40.9,44.8
463,Tahith Jose Girigorio Djorkaef Chong,MID,Curaçao,3,247,61.2,50.8,25.8,42.7,44.6
774,Isaac Ryan,FWD,Cabo Verde,4,337,45.8,45.7,34.7,44.8,44.6
921,Jørgen Strand Strand Larsen,FWD,Norway,1,94,55.3,38.9,16.8,27.6,44.6
690,Seyed Saman Ghoddos,MID,IR Iran,3,211,45.1,35.2,24.8,74.8,44.5
413,Ugurcan Cakir,GK,Türkiye,3,279,,,,,44.4
65,Taeseok Lee,DEF,Korea Republic,2,159,32.9,50.4,46.1,44.8,44.4
790,Mohammed Salem Aldawsari,FWD,Saudi Arabia,3,247,44.2,52.6,29.7,39.4,44.4
618,Yan Valery,DEF,Tunisia,3,252,33.7,40.8,30.4,51.5,44.4
36,Relebohile Mofokeng,FWD,South Africa,3,216,49.9,41.4,28.9,36.1,44.3
673,Abdelaziz Mohame Mostafa,GK,Egypt,5,503,,,,,44.2
88,Patrik Schick,FWD,Czechia,3,183,52.9,40.5,20.9,28.1,44.1
385,Cameron Robert Burgess,DEF,Australia,2,186,31.0,26.9,28.7,54.1,44.0
761,Eduardo Jovane,MID,Cabo Verde,2,141,44.1,48.8,25.4,54.9,43.5
477,Ange-Yoan Laurent Bonny,FWD,Côte d'Ivoire,4,236,45.6,44.6,27.1,45.1,43.4
474,Seko Mohamed Fofana,MID,Côte d'Ivoire,2,96,57.7,30.1,51.8,39.4,43.4
1006,Romano Schmid,MID,Austria,4,317,62.0,47.8,26.1,40.3,43.3
684,Mohammad Mohebbi,MID,IR Iran,3,249,65.6,35.2,21.5,57.1,43.3
140,Ermedin Demirovic,FWD,Bosnia and Herzegovina,4,363,56.0,32.8,8.1,33.5,43.2
712,Sarpreet Singh,MID,New Zealand,3,262,55.9,47.5,32.3,38.3,43.1
480,Elye Delmas Wahi,FWD,Côte d'Ivoire,3,112,58.4,29.5,17.0,17.9,43.0
281,Josue Jeremie Casimir,FWD,Haiti,3,189,40.1,54.9,33.9,37.5,42.9
985,Luca Zinedine Zidane,GK,Algeria,3,271,,,,,42.9
397,Muhammed Kerem Akturkoglu,FWD,Türkiye,2,176,54.1,43.3,9.9,13.6,42.9
848,Mike Peterson Maignan,GK,France,8,746,,,,,42.9
227,Felipe Endrick,FWD,Brazil,4,121,46.6,43.1,20.9,42.8,42.8
893,Ibrahim Karim Ali Alhamadi,FWD,Iraq,3,181,47.2,45.1,13.3,40.5,42.6
1229,Jose Luis Rodriguez,MID,Panama,3,237,55.4,54.8,25.4,35.1,42.6
623,Anis Slimane,MID,Tunisia,3,241,48.3,40.8,35.9,46.5,42.5
776,MOREIRASteven Steven,DEF,Cabo Verde,4,307,37.7,45.3,41.6,43.0,42.4
499,Jordy Jose Alcivar,MID,Ecuador,1,91,36.8,36.6,59.4,36.8,42.4
445,Juriën Godfried Juan Gaari,DEF,Curaçao,2,168,38.6,32.5,27.0,49.6,42.3
1072,Ngal’ayel Mukau,MID,Congo DR,4,246,37.1,43.6,34.5,52.5,42.2
917,Alexander Sorloth,FWD,Norway,5,395,44.2,44.8,31.8,35.5,42.2
144,Ivan Sunjic,MID,Bosnia and Herzegovina,4,245,44.0,34.8,52.5,39.5,42.2
93,Pavel Sulc,FWD,Czechia,3,192,43.3,41.0,24.5,55.6,42.1
887,Haydar Hussein Hussein,DEF,Iraq,2,164,38.8,37.1,27.8,48.2,42.1
1140,Deiver Machado,DEF,Colombia,1,92,32.4,55.6,49.8,38.8,42.0
290,Mc,MID,Scotland,3,276,62.6,33.5,47.3,30.4,42.0
45,Nkosinathi Emmanuel Sibisi,DEF,South Africa,1,92,29.6,31.4,55.4,41.2,41.9
280,Frantzdy Pierrot,FWD,Haiti,3,195,52.4,39.0,8.6,24.5,41.9
1127,Jhon Andrés Cordoba,FWD,Colombia,3,104,54.3,36.3,8.9,20.3,41.9
787,Fahad Musab Aljuwayr,MID,Saudi Arabia,3,197,34.7,51.4,50.8,26.7,41.7
1211,Elisha Owusu,MID,Ghana,3,200,33.5,40.6,42.9,48.0,41.6
588,Jesper Kewe Karlstrom,MID,Sweden,2,139,38.5,28.5,28.2,73.2,41.6
926,Marcus Holmgren Holmgren Pedersen,DEF,Norway,4,237,64.8,50.0,55.5,31.7,41.6
341,Omar Federico Alderete,DEF,Paraguay,4,331,33.0,34.0,20.6,50.6,41.2
321,Ricardo Daniel Pepi,FWD,USA,5,227,44.8,44.0,27.2,28.8,41.2
352,Adrián Andrés Cubas,MID,Paraguay,5,500,32.3,30.0,24.0,78.6,41.1
197,Djibril Ibrahima Sow,MID,Switzerland,4,275,44.3,49.7,47.7,21.4,41.0
289,Andrew Henry Robertson,DEF,Scotland,3,276,31.4,50.6,65.6,32.7,40.9
424,Leon Christoph Goretzka,MID,Germany,3,101,45.9,38.8,30.5,50.0,40.9
1038,Ahmad Ali Ali Azaizeh,FWD,Jordan,3,115,43.6,41.8,31.7,30.7,40.7
454,Juniffer Naigelino Hansen,FWD,Curaçao,1,90,55.6,24.0,14.1,27.3,40.7
1215,Inaki Williams,FWD,Ghana,2,128,44.6,46.2,18.7,23.9,40.3
1050,Bernardo Bernardo Silva,MID,Portugal,4,159,37.6,32.0,53.4,38.4,40.1
1231,Tomas Abdiel Rodriguez,FWD,Panama,2,92,52.2,31.3,9.5,22.5,39.7
276,Lenny Alvin Pico Joseph,FWD,Haiti,3,122,47.6,38.5,7.7,31.2,39.7
721,Benjamin Craig Old,MID,New Zealand,3,101,36.8,49.6,33.3,35.2,39.4
141,Edin Dzeko,FWD,Bosnia and Herzegovina,3,177,41.9,45.6,22.6,27.2,39.4
925,Fredrik André Bjorkan,DEF,Norway,1,94,32.3,26.6,32.6,44.5,39.1
63,Hee Chan Hwang,MID,Korea Republic,3,157,41.8,51.2,38.7,22.8,39.1
1204,Kwasi Sibo,MID,Ghana,4,263,31.6,33.7,53.0,37.1,39.0
1244,Orlando Mosquera,GK,Panama,3,281,,,,,39.0
362,Gustavo Ruben Caballero,MID,Paraguay,2,103,58.6,43.7,3.8,52.4,38.9
580,Daniel Jonathan Svensson,DEF,Sweden,3,103,36.1,40.0,55.3,33.1,38.5
296,Che Sac Everton Fred Adams,FWD,Scotland,3,147,47.3,33.5,5.4,34.3,38.4
1105,Sherzod Nasrullaev,DEF,Uzbekistan,3,282,45.0,40.0,17.0,43.8,38.2
1069,Steve Nkanu Kapuadi,DEF,Congo DR,2,186,35.1,27.1,32.1,42.6,38.2
179,Omer Assim Madibo,MID,Qatar,2,129,33.6,35.3,24.6,57.7,37.9
606,Elias Saad,FWD,Tunisia,2,162,39.0,50.6,20.1,12.6,37.4
1207,Antoine Serlom Semenyo,MID,Ghana,4,378,46.2,48.8,20.9,31.3,36.9
815,Darwin Gabriel Nunez,FWD,Uruguay,3,209,39.8,38.8,19.6,31.2,36.7
928,Kristian Thorstvedt,MID,Norway,2,117,61.2,37.2,17.5,35.3,36.6
171,Abdurisag Yusuf Abdurisag,FWD,Qatar,2,100,35.9,42.9,6.2,51.9,36.3
1083,Cedric Bakambu,FWD,Congo DR,3,193,42.5,35.2,10.8,27.1,36.0
1205,Jordan Pierre Ayew,FWD,Ghana,4,303,32.1,53.4,18.3,30.2,35.9
314,Sergiño Gianni Dest,DEF,USA,5,354,59.2,72.2,44.2,22.9,35.7
1015,Mo'ien Hasan Yazeed Abulaila,GK,Jordan,3,287,,,,,35.7
773,Dailon Dailon Livramento,FWD,Cabo Verde,3,175,38.4,41.2,18.6,22.9,35.6
306,Lawrence Shankland,FWD,Scotland,2,173,40.5,36.1,8.6,33.0,35.5
1101,Odiljon Xamrobekov,MID,Uzbekistan,2,125,35.3,34.8,43.7,26.0,34.9
154,Arjan Malic,DEF,Bosnia and Herzegovina,1,90,36.2,55.4,53.4,24.9,34.8
725,Ryan Jared Thomas,MID,New Zealand,3,141,29.6,44.3,15.7,46.3,34.7
41,Iqraam Rayners,FWD,South Africa,4,163,35.7,38.2,29.3,25.3,34.6
775,Miguel Nuno Da Costa,MID,Cabo Verde,4,167,40.9,48.8,16.5,30.4,34.5
354,Damián Josue Bobadilla,MID,Paraguay,4,242,29.6,29.9,13.3,64.7,34.4
596,Elliot Karl Stroud,DEF,Sweden,4,173,40.7,50.5,33.6,30.9,34.4
100,Tomáš Soucek,MID,Czechia,3,142,34.5,32.0,29.0,41.4,34.1
451,Jürgen Leonardo Locadia,FWD,Curaçao,3,238,35.2,39.0,15.5,33.0,34.0
364,Alexandro Maidana,DEF,Paraguay,2,102,29.6,29.6,15.9,41.2,33.8
772,Emanuel Telmo,MID,Cabo Verde,2,107,36.7,45.2,24.9,26.9,33.8
693,Arya Yousefi,DEF,IR Iran,1,92,57.6,38.7,27.9,29.9,33.2
611,Rani Khedira,MID,Tunisia,3,152,34.4,29.0,26.0,43.6,33.0
161,Gaber Jassem,DEF,Qatar,3,242,29.6,21.6,11.5,41.8,32.5
99,David Doudera,DEF,Czechia,1,94,47.6,58.6,53.2,18.8,32.5
614,Aymen Dahmen,GK,Tunisia,2,180,,,,,32.3
120,Maxime Crepeau,GK,Canada,5,465,,,,,32.0
49,Jayden Oswin Adams,MID,South Africa,3,161,29.6,25.8,39.0,33.2,31.7
196,Ardon Jashari,MID,Switzerland,3,150,41.0,38.8,26.2,21.1,31.7
359,Gabriel Avalos,FWD,Paraguay,4,149,34.4,33.4,5.4,38.8,31.7
1239,Jose Fajardo,FWD,Panama,3,163,34.1,35.5,4.3,35.5,31.6
789,Tariq Feras,FWD,Saudi Arabia,3,246,31.8,35.8,10.2,38.0,31.3
1061,Diogo Ruben,MID,Portugal,2,109,39.3,25.8,40.9,21.3,31.2
1104,Abduvakhid Nematov,GK,Uzbekistan,2,183,,,,,31.0
387,Nishan Matthew Velupillay,FWD,Australia,2,125,35.3,26.6,3.2,39.3,30.3
999,Michael Gregoritsch,FWD,Austria,3,189,33.6,26.4,8.1,43.2,30.2
895,Ihab Ahmed Ahmed,FWD,Iraq,3,130,29.6,35.2,18.8,28.9,29.8
795,Mohammed Abdullah Alkhaibari,MID,Saudi Arabia,3,276,34.4,31.6,21.8,27.1,28.6
604,Dylan Daniel Mahmoud Bronn,DEF,Tunisia,1,90,29.6,23.3,19.7,30.1,27.3
363,Isidro Miguel Pitta,FWD,Paraguay,1,91,29.6,29.0,13.2,20.6,26.9
823,Matías Nicolas Vina,DEF,Uruguay,1,92,35.0,52.8,38.0,17.3,26.8
131,Nikola Vasilj,GK,Bosnia and Herzegovina,4,375,,,,,21.2
829,Nestor Fernando Muslera,GK,Uruguay,3,279,,,,,20.9
1103,Oston Urunov,MID,Uzbekistan,2,117,34.0,25.5,11.1,10.5,19.8
906,Basil Fadhil Ahmed,GK,Iraq,2,181,,,,,19.3
595,Bo Kristoffer Nordfeldt,GK,Sweden,2,189,,,,,18.6
417,Manuel Peter Neuer,GK,Germany,4,396,,,,,17.8
896,Hasan Hachim Jalal Hassan,GK,Iraq,2,140,,,,,17.0
599,Abdelmouhib Chamakh,GK,Tunisia,1,96,,,,,11.3
1093,Utkir Yusupov,GK,Uzbekistan,1,99,,,,,11.1
313,Matthew Charles Turner,GK,USA,1,98,,,,,8.6
978,Oussama Benbot,GK,Algeria,1,96,,,,,8.6
