player_id,player_name,position,team,matches,minutes,attacking_score,chance_creation_score,passing_score,defensive_score,overall_score
1024,Mohammad Mousa Mousa Altamari,FWD,Jordan,3,216,92.1,66.4,17.6,19.2,70.9
653,Hany Gamal Mohamed Hany,DEF,Egypt,5,503,46.0,67.1,73.4,74.9,70.9
128,Promise Oluwatobi Emmanuel David,FWD,Canada,4,90,90.4,57.7,6.5,60.6,70.9
473,Wilfried Stephane Singo,DEF,Côte d'Ivoire,2,172,54.0,70.5,63.8,75.7,70.6
217,Matheus Matheus Cunha,FWD,Brazil,5,292,87.3,53.7,45.2,46.8,70.6
30,Teboho Mokoena,MID,South Africa,3,274,69.8,60.4,81.3,72.6,70.6
243,Soufiane Rahimi,FWD,Morocco,6,169,88.4,60.5,23.8,44.9,70.6
193,Dan Ndoye,FWD,Switzerland,6,411,85.5,62.0,29.1,51.8,70.6
747,Lamine Yamal Yamal,FWD,Spain,8,676,82.4,65.0,55.7,34.8,70.6
526,Paul Jan-Paul Van Hecke,DEF,Netherlands,4,394,63.0,45.5,86.0,70.8,70.5
236,Achraf Hakimi,DEF,Morocco,6,581,82.5,91.4,89.0,58.9,70.5
619,Mohamed Amine Ben Hmida,DEF,Tunisia,3,207,34.5,39.2,50.2,88.1,70.3
852,Désiré Nonka-Maho Doue,FWD,France,8,463,81.6,59.8,54.0,49.3,70.2
878,Ibrahim Mbaye,FWD,Senegal,4,168,79.8,64.2,68.9,34.2,70.2
983,Selmane Rami Bensebaini,DEF,Algeria,4,367,38.1,52.3,84.4,73.7,70.1
488,Emmanuel Elysee Djedje Agbadou,DEF,Côte d'Ivoire,3,277,47.7,34.4,70.2,79.8,70.1
1057,Alexandre Rafael Leao,FWD,Portugal,5,176,79.9,65.2,65.7,31.7,70.0
1048,Miguel Bruno,MID,Portugal,5,436,64.3,83.3,77.4,50.9,69.9
400,Hakan Calhanoglu,MID,Türkiye,2,181,64.4,62.3,92.2,60.9,69.8
977,Rayan Ait-Nouri,DEF,Algeria,4,290,41.2,68.9,86.0,69.4,69.8
54,Hanbeom Lee,DEF,Korea Republic,3,276,37.6,50.5,82.8,73.9,69.7
836,Dayotchanculle Oswald Upamecano,DEF,France,8,675,44.0,40.8,75.9,76.7,69.7
748,Pedro Pedri,MID,Spain,8,512,53.1,63.8,88.4,71.4,69.7
58,Inbeom Hwang,MID,Korea Republic,3,264,79.2,67.9,83.4,50.3,69.6
367,Alessandro Circati,DEF,Australia,4,399,40.0,48.9,56.3,82.5,69.6
883,El Hadji Malick Diouf,DEF,Senegal,3,182,31.0,47.0,63.5,81.7,69.5
8,Álvaro Fidalgo,MID,Mexico,3,107,87.1,69.9,89.8,34.2,69.4
265,Hannes Piterson Delcroix,DEF,Haiti,3,278,30.5,44.4,76.2,77.6,69.3
907,Ghazi Salih Merchas,DEF,Iraq,3,277,39.0,62.4,57.7,79.2,69.2
393,Merih Demiral,DEF,Türkiye,2,181,60.3,48.3,84.8,68.9,69.2
433,Florian Richard Wirtz,MID,Germany,4,367,66.1,83.2,76.4,47.4,69.1
317,Antonee Robinson,DEF,USA,4,365,37.6,57.9,70.5,75.7,69.1
501,Pervis Josue Estupinan,DEF,Ecuador,2,90,29.6,47.4,83.9,74.4,69.1
844,Bradley Jean-Manuel Essolisa Barcola,FWD,France,8,394,84.6,47.6,49.4,56.3,69.0
406,Ismailİsma Yuksek,MID,Türkiye,2,140,48.9,48.4,87.5,90.8,68.9
1169,Tehuti Djed-Hotep Spence,DEF,England,8,424,51.7,60.3,65.9,74.1,68.8
485,Guela Maho-Lewis Doue,DEF,Côte d'Ivoire,4,284,36.8,65.4,75.9,72.4,68.8
192,Granit Xhaka,MID,Switzerland,6,612,73.2,76.8,83.2,41.3,68.8
649,Nathan Ngoy,DEF,Belgium,4,344,38.9,43.1,76.0,75.7,68.8
813,Diego Nicolás De La Cruz,MID,Uruguay,3,92,65.8,69.8,69.5,69.1,68.8
749,Mikel Oyarzabal,FWD,Spain,8,664,88.2,57.1,30.0,29.2,68.7
357,Julio Cesar Enciso,FWD,Paraguay,5,399,78.8,76.4,24.7,38.0,68.7
135,Sead Kolasinac,DEF,Bosnia and Herzegovina,4,345,40.5,73.9,60.0,75.4,68.7
655,Abdelaziz Moustafa Ramy Rabia,DEF,Egypt,5,391,44.6,43.1,73.2,75.4,68.6
1141,Davinson Sanchez,DEF,Colombia,5,495,51.4,48.0,76.0,72.3,68.5
840,Aurélien Djani Tchouameni,MID,France,4,370,43.3,64.8,83.4,77.8,68.4
812,Rodrigo Bentancur,MID,Uruguay,3,279,44.5,61.9,77.0,86.9,68.4
134,Tarik Muharemovic,DEF,Bosnia and Herzegovina,3,268,34.5,40.9,62.9,80.1,68.2
767,CABRALSidny Sidny Lopes,DEF,Cabo Verde,3,289,74.8,66.9,49.2,73.3,68.0
920,Martín Odegaard,MID,Norway,5,487,66.9,82.0,84.2,36.0,68.0
645,Timothy Castagne,DEF,Belgium,6,495,42.6,51.2,72.1,73.6,68.0
872,Ismail Joshua Jakobs,DEF,Senegal,3,222,35.6,50.9,77.9,73.0,68.0
282,Jean-Kévin Duverne,DEF,Haiti,2,170,41.3,50.0,53.3,80.4,68.0
639,Thomas Andre Meunier,DEF,Belgium,3,195,61.6,71.4,72.5,66.9,67.9
1129,Jhon Adolfo Arias,MID,Colombia,5,384,78.6,56.1,83.8,57.6,67.9
143,Ivan Basic,MID,Bosnia and Herzegovina,3,185,52.5,85.5,82.8,44.1,67.9
514,Nilson David Angulo,FWD,Ecuador,4,218,77.0,62.5,45.9,52.4,67.8
513,Gonzalo Jordy Plata,FWD,Ecuador,4,370,79.9,58.0,48.1,44.0,67.7
237,Noussair Mazraoui,DEF,Morocco,6,488,35.3,56.7,74.5,72.7,67.7
85,Ladislav Krejci,DEF,Czechia,3,280,65.5,45.8,65.1,72.6,67.7
743,Alejandro Baena,MID,Spain,7,486,82.8,80.4,58.6,48.1,67.4
1153,Harry Edward Kane,FWD,England,7,666,89.2,57.3,13.7,26.1,67.4
230,MARTINELLIGabriel Gabriel,FWD,Brazil,4,150,75.0,62.1,65.5,40.9,67.4
442,Deniz Undav,FWD,Germany,4,153,91.8,53.4,20.6,14.0,67.3
423,Kai Lukas Havertz,FWD,Germany,4,357,84.7,49.9,44.6,37.4,67.3
931,Andreas Rædergård Schjelderup,MID,Norway,6,262,83.9,79.0,54.6,52.6,67.3
1235,Jiovany Javier Ramos,DEF,Panama,2,176,44.2,46.5,73.2,72.5,67.2
521,Bart Verbruggen,GK,Netherlands,4,394,,,,,67.2
868,Sadio Mane,FWD,Senegal,4,372,68.1,84.5,47.4,39.1,67.2
213,Henrique,MID,Brazil,5,437,64.0,54.2,68.0,84.4,67.2
583,Anthony David Junior Elanga,FWD,Sweden,4,224,81.3,66.9,43.3,12.9,67.1
224,Douglas Douglas Santos,DEF,Brazil,5,459,33.9,47.0,80.2,71.6,67.1
757,Alberto Diney,DEF,Cabo Verde,4,400,49.9,32.6,49.3,81.6,67.1
873,Krepin Diatta,DEF,Senegal,4,404,39.1,66.5,83.8,66.1,67.0
718,Finn Surman,DEF,New Zealand,3,285,64.1,42.7,67.4,71.3,66.9
268,Martin Yves Roberns Didier Experience,DEF,Haiti,3,278,38.6,61.7,52.2,77.2,66.8
185,Silvan Dominic Widmer,DEF,Switzerland,5,173,34.1,44.2,48.2,82.0,66.7
111,Stephen Eustaquio,MID,Canada,5,405,61.6,67.9,82.7,53.3,66.7
581,Alexander Isak,FWD,Sweden,4,362,85.9,58.8,26.3,20.4,66.6
56,Minjae Kim,DEF,Korea Republic,3,251,45.9,42.4,86.3,67.5,66.6
1075,Kibambe Brian Cipenga,FWD,Congo DR,2,148,82.9,55.3,30.7,41.2,66.6
1180,Luka Modric,MID,Croatia,4,331,43.3,76.6,87.1,52.8,66.6
734,Mikel Merino,MID,Spain,8,213,80.9,57.2,61.5,71.0,66.5
736,Fabian Ruiz,MID,Spain,8,333,74.2,60.7,87.3,45.9,66.4
186,Nico Elvedi,DEF,Switzerland,6,612,40.5,50.8,79.3,69.1,66.4
324,Miles Gordon Robinson,DEF,USA,1,98,38.8,35.6,73.0,73.7,66.3
434,Nathaniel Christopher Brown,DEF,Germany,3,288,78.4,72.1,67.6,62.8,66.2
1187,Petar Sucic,MID,Croatia,4,302,79.0,79.1,58.1,48.5,66.2
628,Brandon Erik Mechele,DEF,Belgium,6,587,48.4,42.8,77.3,69.4,66.2
961,Facundo Axel Medina,DEF,Argentina,5,311,36.9,64.9,74.8,68.5,66.2
315,Christopher Jeffrey Richards,DEF,USA,4,382,33.2,43.7,83.2,69.7,66.2
1222,Marvin Elom Senaya,DEF,Ghana,4,293,38.9,55.1,41.6,80.6,66.1
955,Nicolas Hernan Gonzalo Otamendi,DEF,Argentina,6,246,38.0,53.8,82.7,67.3,66.1
108,Luc De Fougerolles,DEF,Canada,5,385,48.2,55.4,63.1,71.9,66.1
738,Daniel Olmo,FWD,Spain,8,501,66.9,76.6,62.5,38.4,66.0
881,Mory Diaw,GK,Senegal,3,245,,,,,65.8
318,Auston Levi-Jesaiah Trusty,DEF,USA,2,114,78.1,38.4,47.0,74.6,65.8
1053,Renato Renato Veiga,DEF,Portugal,5,472,37.5,45.1,81.6,68.5,65.7
234,Vitor Rayan,FWD,Brazil,4,296,65.3,77.0,60.3,45.5,65.7
148,Nikola Katic,DEF,Bosnia and Herzegovina,4,328,35.0,32.2,62.3,77.5,65.7
665,Hafez Ramadan Karim Hafez,DEF,Egypt,3,181,38.2,56.0,73.7,69.1,65.6
342,Juan Jose Caceres,DEF,Paraguay,5,448,46.3,52.1,24.1,84.6,65.4
46,Khuliso Johnson Mudau,DEF,South Africa,4,364,35.9,64.2,70.4,68.9,65.4
260,Anass Salah Eddine,DEF,Morocco,4,212,34.6,54.6,86.9,64.9,65.2
418,Antonio Ruediger,DEF,Germany,4,262,33.7,40.9,87.5,67.1,65.2
388,Paul Michael Junior Okon-Engstler,MID,Australia,4,198,42.7,68.3,56.9,87.6,65.2
750,Pau Cubarsi,DEF,Spain,8,773,46.0,49.4,88.3,63.4,65.2
846,Adrien Thibault Marie Rabiot,MID,France,7,652,56.9,62.7,71.2,68.4,65.1
189,Breel Donald Embolo,FWD,Switzerland,6,509,81.6,61.6,14.4,34.0,65.1
589,Viktor Einar Gyokeres,FWD,Sweden,4,369,83.6,60.0,13.4,26.4,65.0
866,Lamine Camara,MID,Senegal,4,253,50.9,79.9,72.8,50.1,64.9
681,Milad Mohammadi,DEF,IR Iran,3,210,52.2,50.3,47.7,75.0,64.8
564,Ayase Ueda,FWD,Japan,4,331,86.0,56.5,10.7,21.6,64.7
570,Kaishu Sano,MID,Japan,3,278,70.1,60.5,68.9,61.3,64.7
706,Tyler Grant Bindon,DEF,New Zealand,3,109,60.0,46.1,51.1,73.0,64.6
71,Kangin Lee,MID,Korea Republic,3,276,63.1,91.3,78.1,20.4,64.6
943,Rodrigo Javier De Paul,MID,Argentina,7,501,51.3,75.2,83.5,43.6,64.6
958,Lautaro Javier Martinez,FWD,Argentina,7,326,82.2,47.5,28.6,45.4,64.5
1148,Declan Rice,MID,England,7,656,71.2,68.3,78.3,40.8,64.5
576,Isak Malcolm Kwaku Hien,DEF,Sweden,3,226,29.6,44.9,74.1,70.4,64.5
735,Ferran Torres,FWD,Spain,8,302,81.5,53.9,28.7,31.8,64.4
568,Takehiro Tomiyasu,DEF,Japan,3,191,36.2,51.1,71.4,69.0,64.4
462,Joshua Benjamin Brenet,DEF,Curaçao,2,181,36.8,44.4,35.6,81.7,64.3
494,Christ Ravynel Inao Oulai,MID,Côte d'Ivoire,4,211,44.5,58.0,71.6,80.3,64.3
758,Carlos Pico Lopes,DEF,Cabo Verde,4,400,37.3,40.4,50.2,77.5,64.3
27,Ronwen Hayden Williams,GK,South Africa,4,364,,,,,64.3
877,Moussa Niakhate,DEF,Senegal,4,404,42.3,72.6,84.2,60.0,64.3
53,Seunggyu Kim,GK,Korea Republic,3,276,,,,,64.3
524,Virgil Van Dijk,DEF,Netherlands,4,394,61.5,42.0,85.0,61.5,64.2
23,Jesús Daniel Gallardo,DEF,Mexico,5,395,41.8,56.3,57.8,71.4,64.2
744,Rodrigo Rodri,MID,Spain,8,746,40.1,55.9,88.4,69.1,64.2
332,Folarin Jolaoluwa Balogun,FWD,USA,4,324,85.5,54.7,14.8,18.8,64.1
715,Liberato Gianpaolo Cacace,DEF,New Zealand,3,223,50.6,63.6,54.0,69.8,64.1
55,Gihyuk Lee,MID,Korea Republic,3,276,33.4,51.7,88.6,78.7,64.0
929,Thelonious Gerard Aasgaard,MID,Norway,1,94,81.1,53.1,56.5,70.7,64.0
849,William Alain André Gabriel Saliba,DEF,France,6,494,33.1,35.6,79.0,68.9,64.0
500,Willian Joel Pacho,DEF,Ecuador,4,370,44.1,42.7,73.3,67.8,64.0
1225,Jose Angel Cordoba,DEF,Panama,3,281,31.3,42.4,78.6,68.1,63.9
486,Ibrahim Sangare,MID,Côte d'Ivoire,4,271,37.4,56.3,78.7,79.5,63.9
632,Youri Marion Tielemans,MID,Belgium,5,483,73.8,63.2,69.4,51.4,63.9
547,Zion Suzuki,GK,Japan,4,368,,,,,63.8
408,Mert Muldur,DEF,Türkiye,3,108,48.1,71.8,87.3,57.3,63.8
38,Thapelo Maseko,FWD,South Africa,3,245,77.6,56.0,19.5,50.7,63.7
910,Dhia Jirjis Frans,DEF,Iraq,1,90,29.6,35.2,52.5,77.9,63.7
228,Lucas Lucas Paqueta,MID,Brazil,4,288,52.3,63.5,73.9,62.8,63.7
438,David Raum,DEF,Germany,2,108,55.4,52.0,65.8,66.3,63.7
858,Maxence Guy Lacroix,DEF,France,3,252,33.7,36.4,70.8,70.7,63.6
322,Christian Mate Pulisic,FWD,USA,4,284,67.4,80.4,44.4,20.0,63.6
1194,Marco Pasalic,FWD,Croatia,3,102,68.1,65.7,36.1,61.3,63.6
607,Hazem Mastouri,FWD,Tunisia,1,90,83.7,48.7,12.5,41.9,63.6
1168,Reece Lewis James,DEF,England,5,331,34.5,51.3,80.8,64.7,63.6
574,Gustaf Johan Lagerbielke,DEF,Sweden,4,369,44.9,44.4,61.6,70.4,63.5
410,Ferdi Erenay Kadioglu,DEF,Türkiye,2,161,41.2,69.3,92.1,56.6,63.4
1067,Lionel Nzau Mpasi,GK,Congo DR,4,368,,,,,63.3
960,Enzo Jeremías Fernandez,MID,Argentina,7,714,71.5,54.7,84.4,46.0,63.3
1063,Vitor Vitinha,MID,Portugal,5,381,50.5,70.9,85.3,42.6,63.3
216,GUIMARAESBruno Bruno,MID,Brazil,5,428,61.8,77.9,56.0,53.5,63.1
1154,Jude Victor William Bellingham,MID,England,8,639,94.1,76.3,44.9,40.5,63.1
211,Gabriel Gabriel Magalhaes,DEF,Brazil,5,468,39.4,58.2,85.8,60.3,63.1
117,Derek Austin Cornelius,DEF,Canada,4,367,45.8,41.9,60.1,70.6,63.1
559,Keito Nakamura,MID,Japan,4,310,81.8,69.0,52.8,50.8,63.0
319,Giovanni Alejandro Reyna,MID,USA,4,94,83.3,66.2,71.1,34.7,63.0
392,Mehmet Zeki Celik,DEF,Türkiye,2,164,51.2,41.4,63.3,68.4,63.0
809,Sebastián Enzo Caceres,DEF,Uruguay,3,279,41.8,49.0,72.7,65.5,62.9
137,Amar Dedic,DEF,Bosnia and Herzegovina,3,285,51.4,44.3,34.4,77.4,62.9
187,Manuel Obafemi Akanji,DEF,Switzerland,6,612,44.5,47.3,81.4,62.4,62.9
149,Kerim Alajbegovic,FWD,Bosnia and Herzegovina,4,287,71.7,65.5,38.5,32.6,62.9
479,Yan Diomande,FWD,Côte d'Ivoire,4,335,53.3,86.9,66.4,52.6,62.9
1023,Iyad Ali Ali Olwan,FWD,Jordan,3,283,79.4,55.4,21.6,31.4,62.8
258,Neil Yoni El Aynaoui,MID,Morocco,6,571,49.8,50.0,81.7,69.7,62.8
941,Leandro Daniel Paredes,MID,Argentina,7,491,49.4,52.9,89.3,58.9,62.8
1210,Gideon Mensah,DEF,Ghana,4,378,31.7,46.6,59.7,71.5,62.7
106,Alistair William Johnston,DEF,Canada,5,465,50.8,58.0,59.2,66.5,62.6
112,Ismaël Kenneth Jordan Kone,MID,Canada,2,149,43.6,64.5,77.6,60.5,62.6
835,Lucas Digne,DEF,France,6,473,43.0,53.3,78.7,61.9,62.5
1146,Ezri Ngoyo Konsa,DEF,England,8,675,58.6,56.8,86.1,56.3,62.5
349,Mauricio Mauricio,MID,Paraguay,4,179,80.1,61.7,47.7,64.3,62.5
1147,Nico Oreilly,DEF,England,7,476,51.1,53.3,68.5,63.7,62.4
1236,Carlos Miguel Harvey,DEF,Panama,3,279,45.4,47.6,39.8,75.3,62.4
837,Jules Olivier Kounde,DEF,France,8,621,36.4,55.9,75.3,63.6,62.4
401,Kenan Yildiz,FWD,Türkiye,3,219,62.2,69.5,76.1,31.1,62.3
481,Christopher Tea Domoraud Operi,DEF,Côte d'Ivoire,1,90,32.6,46.6,85.2,62.0,62.2
793,Meshari Nawaf Bu Washl,DEF,Saudi Arabia,2,93,32.3,42.3,44.9,76.1,62.1
975,Jaouen Djimmy Hadjam,DEF,Algeria,3,109,44.9,41.7,61.9,68.4,62.1
627,Arthur Nicolas Theate,DEF,Belgium,3,236,50.2,34.4,78.8,62.9,62.0
1086,Yoane Wissa,FWD,Congo DR,4,368,80.3,50.6,29.3,22.2,62.0
4,Edson Omar Alvarez,DEF,Mexico,4,245,37.7,50.1,76.3,63.2,62.0
439,Felix Kalu Nmecha,MID,Germany,4,352,77.4,50.0,55.7,70.4,62.0
742,Aymeric Laporte,DEF,Spain,8,752,54.2,60.6,83.7,56.2,61.9
652,Ahmed Ibrahim Yasser,DEF,Egypt,5,489,54.5,39.4,67.5,64.9,61.8
1055,Pedro Joao Neves,MID,Portugal,5,408,60.8,51.9,81.2,55.0,61.8
248,Issa Laye Lucas Jean Diop,DEF,Morocco,5,477,54.2,37.3,76.0,62.3,61.7
172,KHOUKHIBoualem Boualem,DEF,Qatar,3,276,36.6,37.7,45.6,75.2,61.7
608,Hannibal Mejbri,MID,Tunisia,3,276,60.9,84.7,50.6,45.9,61.7
158,Miguel Pedro,DEF,Qatar,3,276,48.9,50.5,26.8,77.1,61.6
1043,Rúben Ruben Dias,DEF,Portugal,4,380,31.0,42.7,77.3,64.7,61.6
553,Ao Tanaka,MID,Japan,3,199,42.0,50.2,79.3,73.3,61.6
814,Federico Santiago Valverde,MID,Uruguay,3,241,70.5,68.2,61.0,46.9,61.5
602,Omar Rekik,DEF,Tunisia,2,186,67.7,47.5,58.7,63.8,61.5
511,Ángelo Smit Preciado,DEF,Ecuador,4,106,34.4,57.6,46.9,71.6,61.5
292,Kieran Tierney,DEF,Scotland,2,104,39.5,59.8,53.3,68.2,61.5
244,Brahim Diaz,FWD,Morocco,6,468,61.5,81.1,49.0,24.0,61.4
188,Denis Lemi Zakaria,MID,Switzerland,4,364,56.3,51.8,68.7,69.2,61.3
680,Shojae Khalilzadeh,DEF,IR Iran,3,276,35.8,31.8,54.7,72.7,61.3
460,Armando Maria Obispo,DEF,Curaçao,3,271,31.5,29.8,47.1,76.3,61.3
914,Leo Skiri Ostigard,DEF,Norway,4,131,75.2,41.8,61.3,62.3,61.3
751,Unai Simon,GK,Spain,8,773,,,,,61.2
435,Leroy Aziz Sane,MID,Germany,4,328,75.8,59.9,71.7,40.4,61.2
325,Timothy Michael Ream,DEF,USA,4,382,33.0,43.3,83.0,61.6,61.2
1124,Richard Rios,MID,Colombia,5,150,61.8,61.0,47.6,74.4,61.2
704,Timothy John Payne,DEF,New Zealand,3,226,43.3,71.5,51.7,65.6,61.2
264,Ricardo Ade,DEF,Haiti,3,278,50.1,46.6,59.9,65.8,61.1
641,Charles Marc De Ketelaere,FWD,Belgium,5,438,77.8,43.2,23.9,50.4,61.0
838,Emmanuel Boris Kone,MID,France,5,443,54.6,56.4,74.4,58.4,61.0
942,Lisandro Martinez,DEF,Argentina,7,641,60.8,49.5,83.6,55.5,61.0
475,Odilon Dorgeless Kossounou,DEF,Côte d'Ivoire,4,278,30.5,36.4,71.3,66.6,60.9
695,Ali Nemati,DEF,IR Iran,3,276,35.4,41.3,63.2,67.6,60.9
202,Michel Aebischer,MID,Switzerland,4,156,55.0,61.5,67.5,58.4,60.9
851,Théo Bernard François Hernandez,DEF,France,5,318,40.8,57.2,71.2,61.4,60.9
368,Jacob Michael Italiano,DEF,Australia,2,170,41.3,46.5,31.1,76.3,60.8
629,Maxim Peter De Cuyper,DEF,Belgium,6,449,59.6,52.3,66.4,60.5,60.8
567,Hiroki Ito,DEF,Japan,4,368,33.4,45.6,74.1,63.5,60.8
242,Azz-Eddine Ounahi,MID,Morocco,6,440,75.8,65.5,81.3,22.1,60.7
1120,Daniel Munoz,DEF,Colombia,5,408,65.0,46.7,74.4,57.7,60.7
114,Jonathan Christian David,FWD,Canada,5,433,80.0,44.6,23.1,32.0,60.7
752,Marc Cucurella,DEF,Spain,8,773,53.0,67.9,80.0,54.3,60.7
647,Nicolas Thierry Raskin,MID,Belgium,6,354,44.5,55.3,74.8,65.8,60.6
663,Mohamed Aboelfetouh Ahmed Fatouh,DEF,Egypt,3,281,45.2,58.8,80.2,56.9,60.6
991,Kevin Danso,DEF,Austria,4,265,38.2,49.9,73.2,61.9,60.6
541,Frenkie De Jong,MID,Netherlands,4,332,37.3,54.4,79.6,67.5,60.6
70,Hyeongyu Oh,FWD,Korea Republic,3,134,84.2,42.1,13.6,22.8,60.5
956,Alexis Mac Allister,MID,Argentina,8,775,65.6,50.7,71.2,57.1,60.4
1017,Mousa Musallam Abdallah Nasib,DEF,Jordan,3,266,30.6,30.6,28.9,80.8,60.4
1178,Mateo Kovacic,MID,Croatia,4,278,62.4,51.5,82.8,46.9,60.4
240,Ayyoub Bouaddi,MID,Morocco,5,384,42.2,54.5,74.0,68.3,60.4
879,Habib Mbacke Diarra,MID,Senegal,3,150,83.3,52.0,59.5,53.2,60.4
972,Fares Chaibi,MID,Algeria,4,367,60.8,55.3,81.1,45.2,60.3
335,Joseph Michael Scally,DEF,USA,2,92,29.6,63.1,75.0,60.1,60.3
102,Alexandr Sojka,MID,Czechia,3,146,43.9,80.3,54.2,55.0,60.2
452,Leandro Jones Johan Bacuna,MID,Curaçao,3,271,57.1,57.5,61.1,64.9,60.2
889,Hashim Rahman Akam Hashim,DEF,Iraq,3,277,39.4,48.4,58.2,66.2,60.1
