appearances_count,display_name,player_id,shirt_numbers,team_id
3,Shurandy SAMBO,CUW_shurandy_sambo,2,CUW
3,Sontje HANSEN,CUW_sontje_hansen,12,CUW
3,Tahith CHONG,CUW_tahith_chong,21,CUW
3,Trevor DOORNBUSCH,CUW_trevor_doornbusch,26,CUW
3,Tyrese NOSLIN,CUW_tyrese_noslin,13,CUW
3,Tyrick BODAK,CUW_tyrick_bodak,25,CUW
3,Adam HLOZEK,CZE_adam_hlozek,9,CZE
3,Alexandr SOJKA,CZE_alexandr_sojka,24,CZE
3,David DOUDERA,CZE_david_doudera,21,CZE
3,David JURASEK,CZE_david_jurasek,14,CZE
3,David ZIMA,CZE_david_zima,2,CZE
3,Denis VISINSKY,CZE_denis_visinsky,26,CZE
3,Hugo SOCHUREK,CZE_hugo_sochurek,25,CZE
3,Jan KUCHTA,CZE_jan_kuchta,11,CZE
3,Jaroslav ZELENY,CZE_jaroslav_zeleny,20,CZE
3,Jindrich STANEK,CZE_jindrich_stanek,16,CZE
3,Ladislav KREJCI,CZE_ladislav_krejci,7,CZE
3,Lukas CERV,CZE_lukas_cerv,12,CZE
3,Lukas HORNICEK,CZE_lukas_hornicek,23,CZE
3,Lukas PROVOD,CZE_lukas_provod,17,CZE
3,Matej KOVAR,CZE_matej_kovar,1,CZE
3,Michal SADILEK,CZE_michal_sadilek,18,CZE
3,Mojmir CHYTIL,CZE_mojmir_chytil,13,CZE
3,Patrik SCHICK,CZE_patrik_schick,10,CZE
3,Pavel SULC,CZE_pavel_sulc,15,CZE
3,Robin HRANAC,CZE_robin_hranac,4,CZE
3,Stepan CHALOUPEK,CZE_stepan_chaloupek,6,CZE
3,Tomas CHORY,CZE_tomas_chory,19,CZE
3,Tomas HOLES,CZE_tomas_holes,3,CZE
3,Tomas SOUCEK,CZE_tomas_soucek,22,CZE
3,Vladimir COUFAL,CZE_vladimir_coufal,5,CZE
3,Vladimir DARIDA,CZE_vladimir_darida,8,CZE
4,Alan FRANCO,ECU_alan_franco,21,ECU
4,Alan MINDA,ECU_alan_minda,14,ECU
4,Angelo PRECIADO,ECU_angelo_preciado,17,ECU
4,Anthony VALENCIA,ECU_anthony_valencia,8,ECU
4,Denil CASTILLO,ECU_denil_castillo,18,ECU
4,Enner VALENCIA,ECU_enner_valencia,13,ECU
4,Felix TORRES,ECU_felix_torres,2,ECU
4,Gonzalo PLATA,ECU_gonzalo_plata,19,ECU
4,Gonzalo VALLE,ECU_gonzalo_valle,22,ECU
4,Hernan GALINDEZ,ECU_hernan_galindez,1,ECU
4,Jackson POROZO,ECU_jackson_porozo,25,ECU
4,Jeremy AREVALO,ECU_jeremy_arevalo,24,ECU
4,Joel ORDONEZ,ECU_joel_ordonez,4,ECU
4,John YEBOAH,ECU_john_yeboah,9,ECU
4,Jordy ALCIVAR,ECU_jordy_alcivar,5,ECU
4,Jordy CAICEDO,ECU_jordy_caicedo,16,ECU
4,Kendry PAEZ,ECU_kendry_paez,10,ECU
4,Kevin RODRIGUEZ,ECU_kevin_rodriguez,11,ECU
4,Moises CAICEDO,ECU_moises_caicedo,23,ECU
4,Moises RAMIREZ,ECU_moises_ramirez,12,ECU
4,Nilson ANGULO,ECU_nilson_angulo,20,ECU
4,Pedro VITE,ECU_pedro_vite,15,ECU
4,Pervis ESTUPINAN,ECU_pervis_estupinan,7,ECU
4,Piero HINCAPIE,ECU_piero_hincapie,3,ECU
4,Willian PACHO,ECU_willian_pacho,6,ECU
4,Yaimar MEDINA,ECU_yaimar_medina,26,ECU
5,AHMED FATOUH,EGY_ahmed_fatouh,13,EGY
5,EMAM ASHOUR,EGY_emam_ashour,8,EGY
5,HAISSEM HASSAN,EGY_haissem_hassan,12,EGY
5,HAMDY FATHY,EGY_hamdy_fathy,14,EGY
5,HAMZA ABDELKARIM,EGY_hamza_abdelkarim,9,EGY
5,HOSSAM ABDELMAGUID,EGY_hossam_abdelmaguid,4,EGY
5,IBRAHIM ADEL,EGY_ibrahim_adel,20,EGY
5,KARIM HAFEZ,EGY_karim_hafez,15,EGY
5,MAHDY SOLIMAN,EGY_mahdy_soliman,16,EGY
5,MAHMOUD SABER,EGY_mahmoud_saber,21,EGY
5,MARAWAN ATTIA,EGY_marawan_attia,19,EGY
5,MOHAMED ABDELMONEIM,EGY_mohamed_abdelmoneim,6,EGY
5,MOHAMED ALAA,EGY_mohamed_alaa,26,EGY
5,MOHAMED ELSHENAWY,EGY_mohamed_elshenawy,1,EGY
5,MOHAMED HANY,EGY_mohamed_hany,3,EGY
5,MOHAMED SALAH,EGY_mohamed_salah,10,EGY
4,MOHANAD LASHIN,EGY_mohanad_lashin,17,EGY
5,MOSTAFA SHOUBIR,EGY_mostafa_shoubir,23,EGY
5,MOSTAFA ZICO,EGY_mostafa_zico,11,EGY
5,NABIL DONGA,EGY_nabil_donga,18,EGY
5,OMAR MARMOUSH,EGY_omar_marmoush,22,EGY
5,RAMY RABIA,EGY_ramy_rabia,5,EGY
5,TAREK ALAA,EGY_tarek_alaa,24,EGY
5,TREZEGUET,EGY_trezeguet,7,EGY
5,YASSER IBRAHIM,EGY_yasser_ibrahim,2,EGY
5,ZIZO,EGY_zizo,25,EGY
8,Anthony GORDON,ENG_anthony_gordon,18,ENG
8,Bukayo SAKA,ENG_bukayo_saka,7,ENG
8,Dan BURN,ENG_dan_burn,15,ENG
8,Dean HENDERSON,ENG_dean_henderson,13,ENG
8,Declan RICE,ENG_declan_rice,4,ENG
8,Djed SPENCE,ENG_djed_spence,25,ENG
8,Eberechi EZE,ENG_eberechi_eze,21,ENG
8,Elliot ANDERSON,ENG_elliot_anderson,8,ENG
8,Ezri KONSA,ENG_ezri_konsa,2,ENG
8,Harry KANE,ENG_harry_kane,9,ENG
8,Ivan TONEY,ENG_ivan_toney,22,ENG
