appearance_id,direction_around,direction_over,direction_through,distribution_ball_progression,distribution_cross,distribution_pass,four_units_attacking_line,four_units_attacking_midfield_line,four_units_defensive_line,four_units_midfield_line,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,player_id,player_name,shirt_number,team,team_id,three_units_attacking_line,three_units_defensive_line,three_units_midfield_line,topic,two_units_defensive_line,two_units_midfield_line
2026-M060-PAR-AUS_PAR_03,4,9,3,0,0,16,0,0,0,0,38%,16,6,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_omar_alderete,Omar ALDERETE,3,Paraguay,PAR,9,0,6,line_breaks,0,1
2026-M060-PAR-AUS_PAR_04,1,12,2,0,1,14,0,0,0,0,33%,15,5,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_juan_jose_caceres,Juan Jose CACERES,4,Paraguay,PAR,4,2,3,line_breaks,1,5
2026-M060-PAR-AUS_PAR_08,4,4,1,1,0,8,0,0,0,0,56%,9,5,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_diego_gomez,Diego GOMEZ,8,Paraguay,PAR,3,0,3,line_breaks,1,2
2026-M060-PAR-AUS_PAR_14,2,3,3,0,0,8,0,0,0,0,75%,8,6,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_andres_cubas,Andres CUBAS,14,Paraguay,PAR,3,0,1,line_breaks,0,4
2026-M060-PAR-AUS_PAR_15,1,2,1,0,0,4,0,0,0,0,50%,4,2,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_gustavo_gomez,Gustavo GOMEZ,15,Paraguay,PAR,1,0,3,line_breaks,0,0
2026-M060-PAR-AUS_PAR_19,1,0,2,2,0,1,0,0,0,0,33%,3,1,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_julio_enciso,Julio ENCISO,19,Paraguay,PAR,0,0,0,line_breaks,1,2
2026-M060-PAR-AUS_PAR_21,0,2,0,0,0,2,0,0,0,0,50%,2,1,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_gabriel_avalos,Gabriel AVALOS,21,Paraguay,PAR,0,1,0,line_breaks,0,1
2026-M060-PAR-AUS_PAR_23,3,4,2,0,0,9,0,1,0,0,78%,9,7,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_matias_galarza,Matias GALARZA,23,Paraguay,PAR,1,0,1,line_breaks,1,5
2026-M060-PAR-AUS_PAR_26,0,4,1,0,0,5,0,0,0,0,20%,5,1,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_alexandro_maidana,Alexandro MAIDANA,26,Paraguay,PAR,1,0,3,line_breaks,0,1
2026-M060-PAR-AUS_PAR_06,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_junior_alonso,Junior ALONSO,6,Paraguay,PAR,0,0,0,line_breaks,0,0
2026-M060-PAR-AUS_PAR_11,1,2,1,0,1,3,0,0,1,0,25%,4,1,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_mauricio,MAURICIO,11,Paraguay,PAR,0,0,1,line_breaks,0,2
2026-M060-PAR-AUS_PAR_13,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_jose_canale,Jose CANALE,13,Paraguay,PAR,1,0,0,line_breaks,0,0
2026-M060-PAR-AUS_PAR_16,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_damian_bobadilla,Damian BOBADILLA,16,Paraguay,PAR,0,0,0,line_breaks,0,0
2026-M060-PAR-AUS_PAR_18,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,PAR_alex_arce,Alex ARCE,18,Paraguay,PAR,0,0,0,line_breaks,0,1
2026-M060-PAR-AUS_AUS_18,0,9,0,0,0,9,0,0,0,0,56%,9,5,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_patrick_beach,Patrick BEACH,18,Australia,AUS,3,0,2,line_breaks,0,4
2026-M060-PAR-AUS_AUS_03,17,7,5,1,0,28,0,0,0,0,76%,29,22,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_alessandro_circati,Alessandro CIRCATI,3,Australia,AUS,16,2,6,line_breaks,0,5
2026-M060-PAR-AUS_AUS_05,4,2,2,2,0,6,0,0,0,0,75%,8,6,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_jordan_bos,Jordan BOS,5,Australia,AUS,1,1,2,line_breaks,2,2
2026-M060-PAR-AUS_AUS_08,4,2,3,0,0,9,0,0,0,1,78%,9,7,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_connor_metcalfe,Connor METCALFE,8,Australia,AUS,0,0,6,line_breaks,0,2
2026-M060-PAR-AUS_AUS_13,8,2,6,4,0,12,0,0,0,0,62%,16,10,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_aiden_oneill,Aiden ONEILL,13,Australia,AUS,8,2,2,line_breaks,1,3
2026-M060-PAR-AUS_AUS_16,3,2,2,0,0,7,0,0,0,0,57%,7,4,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_aziz_behich,Aziz BEHICH,16,Australia,AUS,3,0,3,line_breaks,0,1
2026-M060-PAR-AUS_AUS_17,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_nestory_irankunda,Nestory IRANKUNDA,17,Australia,AUS,0,0,0,line_breaks,0,0
2026-M060-PAR-AUS_AUS_19,6,6,5,0,0,17,0,0,0,0,76%,17,13,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_harry_souttar,Harry SOUTTAR,19,Australia,AUS,6,0,7,line_breaks,0,4
2026-M060-PAR-AUS_AUS_20,5,0,2,2,0,5,0,0,0,0,43%,7,3,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_cristian_volpato,Cristian VOLPATO,20,Australia,AUS,0,1,5,line_breaks,1,0
2026-M060-PAR-AUS_AUS_22,1,11,6,0,0,18,0,0,0,1,56%,18,10,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_jackson_irvine,Jackson IRVINE,22,Australia,AUS,5,1,5,line_breaks,0,6
2026-M060-PAR-AUS_AUS_25,5,3,1,0,0,9,0,0,0,0,67%,9,6,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_lucas_herrington,Lucas HERRINGTON,25,Australia,AUS,6,0,3,line_breaks,0,0
2026-M060-PAR-AUS_AUS_10,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_ajdin_hrustic,Ajdin HRUSTIC,10,Australia,AUS,0,0,0,line_breaks,0,0
2026-M060-PAR-AUS_AUS_24,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_paul_okon_engstler,Paul OKON-ENGSTLER,24,Australia,AUS,0,0,1,line_breaks,0,0
2026-M060-PAR-AUS_AUS_26,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,AUS_tete_yengi,Tete YENGI,26,Australia,AUS,0,0,0,line_breaks,0,0
2026-M061-NOR-FRA_NOR_13,2,14,1,0,0,17,1,0,0,2,59%,17,10,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_egil_selvik,Egil SELVIK,13,Norway,NOR,5,0,6,line_breaks,0,3
2026-M061-NOR-FRA_NOR_04,1,9,6,0,0,16,0,0,0,0,69%,16,11,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_leo_ostigard,Leo OSTIGARD,4,Norway,NOR,8,0,5,line_breaks,0,3
2026-M061-NOR-FRA_NOR_06,4,5,3,1,1,10,0,0,0,1,58%,12,7,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_patrick_berg,Patrick BERG,6,Norway,NOR,6,0,2,line_breaks,0,3
2026-M061-NOR-FRA_NOR_11,0,1,1,0,0,2,0,0,0,0,0%,2,0,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_jorgen_strand_larsen,Jorgen STRAND LARSEN,11,Norway,NOR,0,1,0,line_breaks,0,1
2026-M061-NOR-FRA_NOR_14,3,9,2,0,0,14,0,1,0,0,71%,14,10,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_fredrik_aursnes,Fredrik AURSNES,14,Norway,NOR,2,0,2,line_breaks,2,7
2026-M061-NOR-FRA_NOR_15,3,1,1,1,0,4,0,0,0,0,100%,5,5,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_fredrik_andre_bjorkan,Fredrik Andre BJORKAN,15,Norway,NOR,2,0,2,line_breaks,0,1
2026-M061-NOR-FRA_NOR_18,1,1,2,0,0,4,0,0,0,0,50%,4,2,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_kristian_thorstvedt,Kristian THORSTVEDT,18,Norway,NOR,1,1,2,line_breaks,0,0
2026-M061-NOR-FRA_NOR_19,3,0,8,1,0,10,0,0,0,0,91%,11,10,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_thelo_aasgaard,Thelo AASGAARD,19,Norway,NOR,2,0,3,line_breaks,1,5
2026-M061-NOR-FRA_NOR_21,4,1,0,2,0,3,0,0,0,0,80%,5,4,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_andreas_schjelderup,Andreas SCHJELDERUP,21,Norway,NOR,0,2,1,line_breaks,1,1
2026-M061-NOR-FRA_NOR_22,3,1,2,0,0,6,0,0,0,0,83%,6,5,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_oscar_bobb,Oscar BOBB,22,Norway,NOR,0,0,1,line_breaks,1,4
2026-M061-NOR-FRA_NOR_25,2,2,0,0,0,4,0,0,0,0,50%,4,2,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_henrik_falchener,Henrik FALCHENER,25,Norway,NOR,1,0,2,line_breaks,0,1
2026-M061-NOR-FRA_NOR_02,1,0,1,0,0,2,0,0,0,0,100%,2,2,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_morten_thorsby,Morten THORSBY,2,Norway,NOR,1,0,0,line_breaks,0,1
2026-M061-NOR-FRA_NOR_16,2,7,0,0,0,9,0,0,0,0,22%,9,2,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_marcus_holmgren_pedersen,Marcus HOLMGREN PEDERSEN,16,Norway,NOR,3,0,2,line_breaks,0,4
2026-M061-NOR-FRA_NOR_20,1,0,0,0,0,1,0,0,0,0,0%,1,0,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_antonio_nusa,Antonio NUSA,20,Norway,NOR,0,1,0,line_breaks,0,0
2026-M061-NOR-FRA_NOR_23,0,0,2,0,0,2,0,0,0,0,50%,2,1,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_jens_petter_hauge,Jens Petter HAUGE,23,Norway,NOR,0,0,0,line_breaks,0,2
2026-M061-NOR-FRA_NOR_24,3,1,0,0,0,4,0,0,0,0,100%,4,4,2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,NOR_sondre_langas,Sondre LANGAS,24,Norway,NOR,2,0,0,line_breaks,0,2
2026-M061-NOR-FRA_FRA_16,0,7,0,0,0,7,0,1,0,0,43%,7,3,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_mike_maignan,Mike MAIGNAN,16,France,FRA,3,0,1,line_breaks,0,2
2026-M061-NOR-FRA_FRA_04,4,3,0,0,0,7,0,0,0,0,57%,7,4,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_dayot_upamecano,Dayot UPAMECANO,4,France,FRA,4,0,1,line_breaks,0,2
2026-M061-NOR-FRA_FRA_05,6,5,3,0,0,14,0,0,0,1,71%,14,10,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_jules_kounde,Jules KOUNDE,5,France,FRA,4,0,2,line_breaks,1,6
2026-M061-NOR-FRA_FRA_06,3,1,4,0,0,8,0,0,0,0,100%,8,8,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_manu_kone,Manu KONE,6,France,FRA,0,0,1,line_breaks,1,6
2026-M061-NOR-FRA_FRA_07,2,5,10,0,0,17,0,0,0,0,65%,17,11,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_dembele,DEMBELE,7,France,FRA,1,3,3,line_breaks,3,7
2026-M061-NOR-FRA_FRA_08,4,1,4,0,0,9,0,0,0,0,100%,9,9,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_aurelien_tchouameni,Aurelien TCHOUAMENI,8,France,FRA,4,0,1,line_breaks,0,4
2026-M061-NOR-FRA_FRA_10,2,2,5,1,0,8,0,0,0,0,78%,9,7,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_kylian_mbappe,Kylian MBAPPE,10,France,FRA,0,2,1,line_breaks,2,4
2026-M061-NOR-FRA_FRA_11,7,2,6,3,0,12,0,0,0,2,80%,15,12,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_michael_olise,Michael OLISE,11,France,FRA,1,1,1,line_breaks,4,6
2026-M061-NOR-FRA_FRA_19,9,7,1,0,2,15,0,0,0,0,94%,17,16,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_theo_hernandez,Theo HERNANDEZ,19,France,FRA,5,1,5,line_breaks,0,6
2026-M061-NOR-FRA_FRA_20,6,1,6,1,1,11,0,0,1,0,54%,13,7,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_desire_doue,Desire DOUE,20,France,FRA,2,2,1,line_breaks,2,5
2026-M061-NOR-FRA_FRA_26,3,1,4,0,0,8,1,0,0,1,62%,8,5,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_maxence_lacroix,Maxence LACROIX,26,France,FRA,4,0,0,line_breaks,0,2
2026-M061-NOR-FRA_FRA_02,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_malo_gusto,Malo GUSTO,2,France,FRA,0,0,0,line_breaks,0,0
2026-M061-NOR-FRA_FRA_12,1,0,0,1,0,0,0,0,0,0,100%,1,1,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_bradley_barcola,Bradley BARCOLA,12,France,FRA,0,1,0,line_breaks,0,0
2026-M061-NOR-FRA_FRA_15,2,0,1,1,0,2,1,0,0,0,100%,3,3,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_ibrahima_konate,Ibrahima KONATE,15,France,FRA,1,0,1,line_breaks,0,0
2026-M061-NOR-FRA_FRA_22,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_jean_philippe_mateta,Jean-Philippe MATETA,22,France,FRA,0,0,0,line_breaks,0,0
2026-M061-NOR-FRA_FRA_24,2,0,0,1,0,1,0,0,0,0,100%,2,2,2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,FRA_rayan_cherki,Rayan CHERKI,24,France,FRA,0,0,0,line_breaks,1,1
2026-M062-SEN-IRQ_SEN_23,1,4,0,0,0,5,0,0,0,0,60%,5,3,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_mory_diaw,Mory DIAW,23,Senegal,SEN,1,0,2,line_breaks,0,2
2026-M062-SEN-IRQ_SEN_04,0,2,0,0,0,2,0,0,0,0,0%,2,0,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_abdoulaye_seck,Abdoulaye SECK,4,Senegal,SEN,0,1,1,line_breaks,0,0
2026-M062-SEN-IRQ_SEN_05,16,5,7,0,0,28,0,0,0,0,89%,28,25,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_idrissa_gana_gueye,Idrissa Gana GUEYE,5,Senegal,SEN,6,0,3,line_breaks,2,17
2026-M062-SEN-IRQ_SEN_08,1,2,1,1,0,3,0,0,1,0,75%,4,3,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_lamine_camara,Lamine CAMARA,8,Senegal,SEN,0,0,1,line_breaks,1,1
2026-M062-SEN-IRQ_SEN_10,5,0,3,5,0,3,0,0,0,0,62%,8,5,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_sadio_mane,Sadio MANE,10,Senegal,SEN,0,1,0,line_breaks,3,4
2026-M062-SEN-IRQ_SEN_14,5,7,0,1,0,11,0,0,1,1,67%,12,8,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_ismail_jakobs,Ismail JAKOBS,14,Senegal,SEN,1,0,2,line_breaks,4,3
2026-M062-SEN-IRQ_SEN_15,12,3,0,2,1,12,0,0,0,0,93%,15,14,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_krepin_diatta,Krepin DIATTA,15,Senegal,SEN,0,0,1,line_breaks,0,14
2026-M062-SEN-IRQ_SEN_18,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_ismaila_sarr,Ismaila SARR,18,Senegal,SEN,0,0,0,line_breaks,1,0
2026-M062-SEN-IRQ_SEN_19,10,5,5,0,0,20,1,0,0,0,90%,20,18,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_moussa_niakhate,Moussa NIAKHATE,19,Senegal,SEN,5,0,3,line_breaks,0,11
2026-M062-SEN-IRQ_SEN_20,3,1,0,3,1,0,0,0,0,0,50%,4,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_ibrahim_mbaye,Ibrahim MBAYE,20,Senegal,SEN,0,1,0,line_breaks,3,0
2026-M062-SEN-IRQ_SEN_21,2,0,1,1,0,2,0,0,0,0,67%,3,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_habib_diarra,Habib DIARRA,21,Senegal,SEN,0,0,2,line_breaks,1,0
2026-M062-SEN-IRQ_SEN_06,0,2,0,0,0,2,0,0,0,0,100%,2,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_pathe_ciss,Pathe CISS,6,Senegal,SEN,0,0,0,line_breaks,0,2
2026-M062-SEN-IRQ_SEN_07,4,0,1,3,0,2,0,0,0,0,60%,5,3,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_assane_diao,Assane DIAO,7,Senegal,SEN,0,0,0,line_breaks,3,2
2026-M062-SEN-IRQ_SEN_11,2,0,1,0,0,3,0,0,0,0,100%,3,3,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_nicolas_jackson,Nicolas JACKSON,11,Senegal,SEN,0,0,0,line_breaks,1,2
2026-M062-SEN-IRQ_SEN_13,3,0,1,2,0,2,0,0,0,0,75%,4,3,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_iliman_ndiaye,Iliman NDIAYE,13,Senegal,SEN,0,1,1,line_breaks,1,1
2026-M062-SEN-IRQ_SEN_26,7,3,6,0,0,16,0,0,0,0,94%,16,15,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,SEN_pape_gueye,Pape GUEYE,26,Senegal,SEN,2,0,0,line_breaks,2,12
2026-M062-SEN-IRQ_IRQ_22,0,12,1,0,0,13,0,0,1,0,15%,13,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ahmed_basil,AHMED BASIL,22,Iraq,IRQ,2,0,5,line_breaks,0,5
2026-M062-SEN-IRQ_IRQ_02,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_rebin_sulaka,REBIN SULAKA,2,Iraq,IRQ,0,0,0,line_breaks,0,1
2026-M062-SEN-IRQ_IRQ_05,2,4,1,0,0,7,0,0,1,0,29%,7,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_akam_hashim,AKAM HASHIM,5,Iraq,IRQ,2,0,1,line_breaks,0,3
2026-M062-SEN-IRQ_IRQ_08,0,1,1,0,0,2,0,0,0,0,50%,2,1,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ibrahim_bayesh,IBRAHIM BAYESH,8,Iraq,IRQ,1,0,1,line_breaks,0,0
2026-M062-SEN-IRQ_IRQ_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ali_alhamadi,ALI ALHAMADI,9,Iraq,IRQ,0,0,0,line_breaks,0,0
2026-M062-SEN-IRQ_IRQ_11,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ahmed_qasem,AHMED QASEM,11,Iraq,IRQ,0,0,0,line_breaks,0,0
2026-M062-SEN-IRQ_IRQ_14,2,2,3,1,0,6,0,0,0,0,86%,7,6,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_zidane_iqbal,ZIDANE IQBAL,14,Iraq,IRQ,2,0,0,line_breaks,1,4
2026-M062-SEN-IRQ_IRQ_16,3,4,3,0,1,9,0,0,0,0,60%,10,6,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_amir_alammari,AMIR ALAMMARI,16,Iraq,IRQ,4,0,2,line_breaks,0,4
2026-M062-SEN-IRQ_IRQ_17,1,2,1,0,1,3,0,0,0,0,50%,4,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ali_jasim,ALI JASIM,17,Iraq,IRQ,1,1,1,line_breaks,0,1
2026-M062-SEN-IRQ_IRQ_23,3,10,3,2,0,14,0,0,1,0,50%,16,8,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_merchas_doski,MERCHAS DOSKI,23,Iraq,IRQ,4,5,1,line_breaks,0,5
2026-M062-SEN-IRQ_IRQ_26,7,6,3,0,0,16,1,1,0,0,88%,16,14,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_frans_putros,FRANS PUTROS,26,Iraq,IRQ,7,1,1,line_breaks,1,4
2026-M062-SEN-IRQ_IRQ_12,0,9,2,0,0,11,0,1,0,0,36%,11,4,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_jalal_hassan,JALAL HASSAN,12,Iraq,IRQ,5,0,2,line_breaks,0,3
2026-M062-SEN-IRQ_IRQ_06,2,1,2,0,0,5,1,0,0,0,80%,5,4,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_munaf_younus,MUNAF YOUNUS,6,Iraq,IRQ,1,0,1,line_breaks,0,2
2026-M062-SEN-IRQ_IRQ_13,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ali_yousif,ALI YOUSIF,13,Iraq,IRQ,0,0,0,line_breaks,0,0
2026-M062-SEN-IRQ_IRQ_15,1,0,1,0,0,2,0,0,0,0,50%,2,1,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_ahmed_maknazi,AHMED MAKNAZI,15,Iraq,IRQ,2,0,0,line_breaks,0,0
2026-M062-SEN-IRQ_IRQ_19,1,1,1,0,0,3,0,0,0,0,67%,3,2,2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,IRQ_kevin_yakob,KEVIN YAKOB,19,Iraq,IRQ,0,1,1,line_breaks,0,1
2026-M063-EGY-IRN_EGY_23,0,4,0,0,0,4,0,0,0,0,25%,4,1,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mostafa_shoubir,MOSTAFA SHOUBIR,23,Egypt,EGY,3,1,0,line_breaks,0,0
2026-M063-EGY-IRN_EGY_03,9,3,3,1,1,13,0,0,1,0,93%,15,14,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mohamed_hany,MOHAMED HANY,3,Egypt,EGY,6,0,5,line_breaks,1,2
2026-M063-EGY-IRN_EGY_05,3,8,3,0,0,14,0,0,0,0,93%,14,13,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_ramy_rabia,RAMY RABIA,5,Egypt,EGY,9,0,4,line_breaks,0,1
2026-M063-EGY-IRN_EGY_06,2,0,0,0,0,2,0,0,0,0,100%,2,2,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mohamed_abdelmoneim,MOHAMED ABDELMONEIM,6,Egypt,EGY,2,0,0,line_breaks,0,0
2026-M063-EGY-IRN_EGY_07,2,3,3,2,0,6,0,0,0,1,50%,8,4,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_trezeguet,TREZEGUET,7,Egypt,EGY,0,1,2,line_breaks,2,2
2026-M063-EGY-IRN_EGY_08,3,0,1,0,0,4,0,0,1,0,50%,4,2,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_emam_ashour,EMAM ASHOUR,8,Egypt,EGY,0,0,1,line_breaks,1,1
2026-M063-EGY-IRN_EGY_10,2,1,2,1,0,4,0,0,0,0,60%,5,3,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mohamed_salah,MOHAMED SALAH,10,Egypt,EGY,0,2,1,line_breaks,0,2
2026-M063-EGY-IRN_EGY_11,2,1,0,1,0,2,0,0,0,0,0%,3,0,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mostafa_zico,MOSTAFA ZICO,11,Egypt,EGY,0,0,1,line_breaks,1,1
2026-M063-EGY-IRN_EGY_13,8,8,5,2,0,19,0,0,2,0,86%,21,18,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_ahmed_fatouh,AHMED FATOUH,13,Egypt,EGY,4,1,7,line_breaks,1,6
2026-M063-EGY-IRN_EGY_17,10,11,1,0,0,22,0,0,0,0,73%,22,16,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mohanad_lashin,MOHANAD LASHIN,17,Egypt,EGY,6,4,4,line_breaks,0,8
2026-M063-EGY-IRN_EGY_21,3,3,2,1,1,6,0,0,0,0,75%,8,6,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_mahmoud_saber,MAHMOUD SABER,21,Egypt,EGY,1,1,2,line_breaks,0,4
2026-M063-EGY-IRN_EGY_02,3,1,2,0,0,6,1,0,0,0,67%,6,4,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_yasser_ibrahim,YASSER IBRAHIM,2,Egypt,EGY,4,0,0,line_breaks,0,1
2026-M063-EGY-IRN_EGY_09,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_hamza_abdelkarim,HAMZA ABDELKARIM,9,Egypt,EGY,0,0,1,line_breaks,0,0
2026-M063-EGY-IRN_EGY_19,0,7,3,0,0,10,0,0,0,0,70%,10,7,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_marawan_attia,MARAWAN ATTIA,19,Egypt,EGY,1,2,3,line_breaks,1,3
