appearance_id,direction_around,direction_over,direction_through,distribution_ball_progression,distribution_cross,distribution_pass,four_units_attacking_line,four_units_attacking_midfield_line,four_units_defensive_line,four_units_midfield_line,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,player_id,player_name,shirt_number,team,team_id,three_units_attacking_line,three_units_defensive_line,three_units_midfield_line,topic,two_units_defensive_line,two_units_midfield_line
2026-M081-USA-BIH_BIH_06,3,5,1,0,0,9,0,0,0,0,78%,9,7,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_benjamin_tahirovic,Benjamin TAHIROVIC,6,Bosnia and Herzegovina,BIH,1,0,0,line_breaks,0,8
2026-M081-USA-BIH_BIH_15,2,1,0,0,1,2,0,0,0,0,33%,3,1,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_amar_memic,Amar MEMIC,15,Bosnia and Herzegovina,BIH,1,0,0,line_breaks,1,1
2026-M081-USA-BIH_BIH_20,0,3,0,0,3,0,0,0,0,0,0%,3,0,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_esmir_bajraktarevic,Esmir BAJRAKTAREVIC,20,Bosnia and Herzegovina,BIH,0,0,0,line_breaks,0,3
2026-M081-USA-BIH_BIH_23,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_haris_tabakovic,Haris TABAKOVIC,23,Bosnia and Herzegovina,BIH,0,0,0,line_breaks,0,0
2026-M081-USA-BIH_BIH_26,0,5,1,0,1,5,0,0,0,0,17%,6,1,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_ermin_mahmic,Ermin MAHMIC,26,Bosnia and Herzegovina,BIH,0,0,0,line_breaks,0,6
2026-M082-BEL-SEN_BEL_01,0,11,0,0,0,11,0,0,0,2,55%,11,6,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_thibaut_courtois,Thibaut COURTOIS,1,Belgium,BEL,2,0,6,line_breaks,0,1
2026-M082-BEL-SEN_BEL_03,19,6,1,0,0,26,0,0,0,1,85%,26,22,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_arthur_theate,Arthur THEATE,3,Belgium,BEL,7,0,7,line_breaks,0,11
2026-M082-BEL-SEN_BEL_04,3,5,6,0,0,14,2,0,0,0,86%,14,12,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_brandon_mechele,Brandon MECHELE,4,Belgium,BEL,8,0,1,line_breaks,0,3
2026-M082-BEL-SEN_BEL_05,4,1,0,0,1,4,0,0,0,0,60%,5,3,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_maxim_de_cuyper,Maxim DE CUYPER,5,Belgium,BEL,0,1,1,line_breaks,1,2
2026-M082-BEL-SEN_BEL_07,6,4,1,0,1,10,0,0,0,0,73%,11,8,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_kevin_de_bruyne,Kevin DE BRUYNE,7,Belgium,BEL,0,3,1,line_breaks,1,6
2026-M082-BEL-SEN_BEL_08,4,6,8,0,2,16,0,0,1,1,72%,18,13,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_youri_tielemans,Youri TIELEMANS,8,Belgium,BEL,4,0,6,line_breaks,1,5
2026-M082-BEL-SEN_BEL_10,2,6,5,0,0,13,0,0,0,0,69%,13,9,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_leandro_trossard,Leandro TROSSARD,10,Belgium,BEL,0,0,6,line_breaks,2,5
2026-M082-BEL-SEN_BEL_11,1,0,3,3,0,1,0,0,0,0,25%,4,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_jeremy_doku,Jeremy DOKU,11,Belgium,BEL,1,1,1,line_breaks,1,0
2026-M082-BEL-SEN_BEL_17,1,0,1,0,0,2,0,0,0,0,50%,2,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_charles_de_ketelaere,Charles DE KETELAERE,17,Belgium,BEL,0,2,0,line_breaks,0,0
2026-M082-BEL-SEN_BEL_20,2,1,1,0,0,4,0,0,0,0,75%,4,3,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_hans_vanaken,Hans VANAKEN,20,Belgium,BEL,1,0,1,line_breaks,0,2
2026-M082-BEL-SEN_BEL_21,9,6,2,0,0,17,2,0,0,0,71%,17,12,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_timothy_castagne,Timothy CASTAGNE,21,Belgium,BEL,7,0,5,line_breaks,0,3
2026-M082-BEL-SEN_BEL_09,1,0,1,0,0,2,0,0,0,0,100%,2,2,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_romelu_lukaku,Romelu LUKAKU,9,Belgium,BEL,0,1,1,line_breaks,0,0
2026-M082-BEL-SEN_BEL_14,0,3,1,0,1,3,0,0,0,0,25%,4,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_dodi_lukebakio,Dodi LUKEBAKIO,14,Belgium,BEL,0,0,1,line_breaks,0,3
2026-M082-BEL-SEN_BEL_15,3,3,0,0,0,6,1,0,0,0,17%,6,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_thomas_meunier,Thomas MEUNIER,15,Belgium,BEL,0,2,2,line_breaks,0,1
2026-M082-BEL-SEN_BEL_19,2,4,2,3,1,4,0,0,0,0,50%,8,4,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_diego_moreira,Diego MOREIRA,19,Belgium,BEL,1,0,4,line_breaks,3,0
2026-M082-BEL-SEN_BEL_23,5,7,2,0,0,14,0,0,0,1,71%,14,10,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_nicolas_raskin,Nicolas RASKIN,23,Belgium,BEL,5,0,3,line_breaks,1,4
2026-M082-BEL-SEN_BEL_24,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,BEL_amadou_onana,Amadou ONANA,24,Belgium,BEL,0,0,0,line_breaks,1,0
2026-M082-BEL-SEN_SEN_23,1,32,2,0,0,35,0,2,0,1,40%,35,14,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_mory_diaw,Mory DIAW,23,Senegal,SEN,7,2,20,line_breaks,0,3
2026-M082-BEL-SEN_SEN_05,2,5,3,1,0,9,0,0,0,0,70%,10,7,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_idrissa_gana_gueye,Idrissa Gana GUEYE,5,Senegal,SEN,0,1,3,line_breaks,0,6
2026-M082-BEL-SEN_SEN_06,15,8,3,2,0,24,0,0,0,0,88%,26,23,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_pathe_ciss,Pathe CISS,6,Senegal,SEN,10,0,5,line_breaks,0,11
2026-M082-BEL-SEN_SEN_10,5,3,2,2,1,7,0,0,0,0,70%,10,7,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_sadio_mane,Sadio MANE,10,Senegal,SEN,0,3,3,line_breaks,3,1
2026-M082-BEL-SEN_SEN_13,4,0,1,0,0,5,0,0,0,0,60%,5,3,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_iliman_ndiaye,Iliman NDIAYE,13,Senegal,SEN,1,1,1,line_breaks,0,2
2026-M082-BEL-SEN_SEN_14,4,5,1,0,1,9,0,0,0,0,70%,10,7,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_ismail_jakobs,Ismail JAKOBS,14,Senegal,SEN,1,3,2,line_breaks,1,3
2026-M082-BEL-SEN_SEN_15,11,8,6,1,0,24,0,0,0,0,76%,25,19,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_krepin_diatta,Krepin DIATTA,15,Senegal,SEN,8,1,7,line_breaks,0,9
2026-M082-BEL-SEN_SEN_18,1,2,2,0,0,5,0,0,0,0,40%,5,2,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_ismaila_sarr,Ismaila SARR,18,Senegal,SEN,0,3,2,line_breaks,0,0
2026-M082-BEL-SEN_SEN_19,15,4,2,0,0,21,1,0,0,0,90%,21,19,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_moussa_niakhate,Moussa NIAKHATE,19,Senegal,SEN,10,1,4,line_breaks,0,5
2026-M082-BEL-SEN_SEN_21,3,2,4,0,0,9,0,1,0,0,100%,9,9,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_habib_diarra,Habib DIARRA,21,Senegal,SEN,0,1,2,line_breaks,0,5
2026-M082-BEL-SEN_SEN_26,1,3,6,0,1,9,0,0,0,1,80%,10,8,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_pape_gueye,Pape GUEYE,26,Senegal,SEN,1,3,1,line_breaks,0,4
2026-M082-BEL-SEN_SEN_08,1,2,2,0,1,4,0,0,0,0,100%,5,5,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_lamine_camara,Lamine CAMARA,8,Senegal,SEN,0,0,1,line_breaks,0,4
2026-M082-BEL-SEN_SEN_11,1,0,1,0,1,1,0,0,0,0,50%,2,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_nicolas_jackson,Nicolas JACKSON,11,Senegal,SEN,0,2,0,line_breaks,0,0
2026-M082-BEL-SEN_SEN_17,3,4,2,0,0,9,0,0,0,0,89%,9,8,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_pape_matar_sarr,Pape Matar SARR,17,Senegal,SEN,0,2,2,line_breaks,0,5
2026-M082-BEL-SEN_SEN_20,1,2,0,1,2,0,0,0,0,0,0%,3,0,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_ibrahim_mbaye,Ibrahim MBAYE,20,Senegal,SEN,0,0,1,line_breaks,2,0
2026-M082-BEL-SEN_SEN_22,0,2,0,0,0,2,0,0,0,0,50%,2,1,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_bara_sapoko_ndiaye,Bara Sapoko NDIAYE,22,Senegal,SEN,1,0,1,line_breaks,0,0
2026-M082-BEL-SEN_SEN_25,2,5,1,0,1,7,0,0,0,0,50%,8,4,2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,SEN_el_hadji_malick_diouf,El Hadji Malick DIOUF,25,Senegal,SEN,2,0,4,line_breaks,0,2
2026-M083-POR-CRO_POR_01,0,5,1,0,0,6,0,0,0,1,67%,6,4,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_diogo_costa,DIOGO COSTA,1,Portugal,POR,1,1,1,line_breaks,0,2
2026-M083-POR-CRO_POR_03,9,7,5,0,0,21,0,0,0,0,71%,21,15,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_ruben_dias,RUBEN DIAS,3,Portugal,POR,7,4,2,line_breaks,0,8
2026-M083-POR-CRO_POR_07,0,2,1,0,0,3,0,0,0,0,67%,3,2,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_cristiano_ronaldo,CRISTIANO RONALDO,7,Portugal,POR,0,0,0,line_breaks,1,2
2026-M083-POR-CRO_POR_08,5,1,0,0,2,4,0,0,0,0,67%,6,4,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_bruno_fernandes,BRUNO FERNANDES,8,Portugal,POR,1,1,3,line_breaks,1,0
2026-M083-POR-CRO_POR_13,9,0,1,0,0,10,0,0,0,0,100%,10,10,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_renato_veiga,RENATO VEIGA,13,Portugal,POR,3,0,0,line_breaks,0,7
2026-M083-POR-CRO_POR_15,4,2,3,0,0,9,0,0,0,0,78%,9,7,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_joao_neves,JOAO NEVES,15,Portugal,POR,1,0,1,line_breaks,0,7
2026-M083-POR-CRO_POR_17,6,3,3,3,1,8,0,0,0,0,83%,12,10,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_rafael_leao,RAFAEL LEAO,17,Portugal,POR,2,0,1,line_breaks,3,6
2026-M083-POR-CRO_POR_18,1,0,1,0,0,2,0,0,0,0,50%,2,1,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_pedro_neto,PEDRO NETO,18,Portugal,POR,0,0,0,line_breaks,1,1
2026-M083-POR-CRO_POR_20,8,4,0,0,2,10,0,0,0,0,58%,12,7,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_joao_cancelo,JOAO CANCELO,20,Portugal,POR,1,0,0,line_breaks,2,9
2026-M083-POR-CRO_POR_23,8,3,2,1,0,12,0,0,0,1,77%,13,10,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_vitinha,VITINHA,23,Portugal,POR,4,1,0,line_breaks,0,7
2026-M083-POR-CRO_POR_25,7,6,6,0,1,18,0,0,0,0,68%,19,13,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_nuno_mendes,NUNO MENDES,25,Portugal,POR,6,4,3,line_breaks,1,5
2026-M083-POR-CRO_POR_02,2,1,2,0,0,5,0,0,0,0,100%,5,5,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_nelson_semedo,NELSON SEMEDO,2,Portugal,POR,3,0,2,line_breaks,0,0
2026-M083-POR-CRO_POR_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_goncalo_ramos,GONCALO RAMOS,9,Portugal,POR,0,0,0,line_breaks,0,0
2026-M083-POR-CRO_POR_10,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_bernardo_silva,BERNARDO SILVA,10,Portugal,POR,0,0,1,line_breaks,0,0
2026-M083-POR-CRO_POR_21,1,1,0,0,0,2,0,0,0,0,100%,2,2,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_ruben_neves,RUBEN NEVES,21,Portugal,POR,0,1,0,line_breaks,0,1
2026-M083-POR-CRO_POR_26,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M083-POR-CRO,2026-M083-POR-CRO_POR,POR_francisco_conceicao,FRANCISCO CONCEICAO,26,Portugal,POR,0,0,0,line_breaks,0,0
2026-M083-POR-CRO_CRO_01,0,2,2,0,0,4,0,0,0,0,50%,4,2,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_dominik_livakovic,Dominik LIVAKOVIC,1,Croatia,CRO,2,0,2,line_breaks,0,0
2026-M083-POR-CRO_CRO_02,4,6,3,1,0,12,0,0,0,0,69%,13,9,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_josip_stanisic,Josip STANISIC,2,Croatia,CRO,5,1,1,line_breaks,1,5
2026-M083-POR-CRO_CRO_03,3,8,2,0,0,13,0,0,0,1,62%,13,8,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_marin_pongracic,Marin PONGRACIC,3,Croatia,CRO,6,0,5,line_breaks,1,0
2026-M083-POR-CRO_CRO_06,1,9,0,1,0,9,0,0,0,0,40%,10,4,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_josip_sutalo,Josip SUTALO,6,Croatia,CRO,2,1,2,line_breaks,1,4
2026-M083-POR-CRO_CRO_08,5,1,9,3,0,12,0,0,0,0,87%,15,13,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_mateo_kovacic,Mateo KOVACIC,8,Croatia,CRO,6,1,3,line_breaks,0,5
2026-M083-POR-CRO_CRO_10,3,10,7,0,2,18,0,0,0,1,80%,20,16,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_luka_modric,Luka MODRIC,10,Croatia,CRO,0,3,5,line_breaks,0,11
2026-M083-POR-CRO_CRO_11,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_ante_budimir,Ante BUDIMIR,11,Croatia,CRO,0,0,0,line_breaks,0,0
2026-M083-POR-CRO_CRO_13,3,1,1,0,1,4,0,0,0,1,80%,5,4,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_nikola_vlasic,Nikola VLASIC,13,Croatia,CRO,0,1,0,line_breaks,1,2
2026-M083-POR-CRO_CRO_14,5,7,1,1,3,9,0,1,0,0,46%,13,6,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_ivan_perisic,Ivan PERISIC,14,Croatia,CRO,1,3,4,line_breaks,1,3
2026-M083-POR-CRO_CRO_16,1,0,1,1,0,1,0,0,0,0,50%,2,1,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_martin_baturina,Martin BATURINA,16,Croatia,CRO,0,1,1,line_breaks,0,0
2026-M083-POR-CRO_CRO_17,3,2,3,1,0,7,0,1,0,0,62%,8,5,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_petar_sucic,Petar SUCIC,17,Croatia,CRO,1,0,3,line_breaks,0,3
2026-M083-POR-CRO_CRO_04,1,1,0,0,0,2,0,0,0,0,50%,2,1,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_josko_gvardiol,Josko GVARDIOL,4,Croatia,CRO,0,0,2,line_breaks,0,0
2026-M083-POR-CRO_CRO_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_andrej_kramaric,Andrej KRAMARIC,9,Croatia,CRO,0,0,0,line_breaks,0,0
2026-M083-POR-CRO_CRO_15,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_mario_pasalic,Mario PASALIC,15,Croatia,CRO,1,0,0,line_breaks,0,0
2026-M083-POR-CRO_CRO_20,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,CRO_igor_matanovic,Igor MATANOVIC,20,Croatia,CRO,0,0,0,line_breaks,0,0
2026-M084-ESP-AUT_ESP_23,0,7,2,0,0,9,1,0,0,0,78%,9,7,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_unai_simon,Unai SIMON,23,Spain,ESP,5,0,3,line_breaks,0,0
2026-M084-ESP-AUT_ESP_10,5,0,2,2,0,5,0,0,0,0,86%,7,6,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_dani_olmo,Dani OLMO,10,Spain,ESP,0,1,3,line_breaks,1,2
2026-M084-ESP-AUT_ESP_12,8,5,4,0,2,15,0,0,0,2,65%,17,11,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_pedro_porro,Pedro PORRO,12,Spain,ESP,2,3,6,line_breaks,0,4
2026-M084-ESP-AUT_ESP_14,16,7,8,0,0,31,0,0,1,0,87%,31,27,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_aymeric_laporte,Aymeric LAPORTE,14,Spain,ESP,17,0,9,line_breaks,0,4
2026-M084-ESP-AUT_ESP_15,7,3,6,3,1,12,0,0,0,0,62%,16,10,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_alex_baena,Alex BAENA,15,Spain,ESP,1,3,5,line_breaks,3,4
2026-M084-ESP-AUT_ESP_16,3,5,7,1,0,14,0,0,2,0,100%,15,15,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_rodri,RODRI,16,Spain,ESP,8,0,2,line_breaks,0,3
2026-M084-ESP-AUT_ESP_19,4,0,2,4,0,2,0,0,0,0,83%,6,5,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_lamine_yamal,Lamine YAMAL,19,Spain,ESP,0,4,2,line_breaks,0,0
2026-M084-ESP-AUT_ESP_20,5,1,8,1,0,13,0,0,0,0,86%,14,12,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_pedri,PEDRI,20,Spain,ESP,0,0,6,line_breaks,0,8
2026-M084-ESP-AUT_ESP_21,2,0,2,0,0,4,0,0,0,0,75%,4,3,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_mikel_oyarzabal,Mikel OYARZABAL,21,Spain,ESP,0,0,4,line_breaks,0,0
2026-M084-ESP-AUT_ESP_22,17,2,6,1,1,23,0,0,1,0,96%,25,24,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_pau_cubarsi,Pau CUBARSI,22,Spain,ESP,16,0,3,line_breaks,0,5
2026-M084-ESP-AUT_ESP_24,12,4,5,1,1,19,0,0,1,1,86%,21,18,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_marc_cucurella,Marc CUCURELLA,24,Spain,ESP,7,0,5,line_breaks,3,4
2026-M084-ESP-AUT_ESP_02,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_marc_pubill,Marc PUBILL,2,Spain,ESP,1,0,0,line_breaks,0,0
2026-M084-ESP-AUT_ESP_06,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_mikel_merino,Mikel MERINO,6,Spain,ESP,0,0,1,line_breaks,0,0
2026-M084-ESP-AUT_ESP_07,2,0,0,1,0,1,0,0,1,0,50%,2,1,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_ferran_torres,Ferran TORRES,7,Spain,ESP,0,1,0,line_breaks,0,0
2026-M084-ESP-AUT_ESP_08,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_fabian_ruiz,Fabian RUIZ,8,Spain,ESP,0,0,1,line_breaks,0,0
2026-M084-ESP-AUT_ESP_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,ESP_gavi,GAVI,9,Spain,ESP,0,0,0,line_breaks,0,0
2026-M084-ESP-AUT_AUT_01,0,5,0,0,0,5,0,0,0,0,40%,5,2,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_alexander_schlager,Alexander SCHLAGER,1,Austria,AUT,1,0,3,line_breaks,0,1
2026-M084-ESP-AUT_AUT_03,7,8,0,1,0,14,0,0,0,1,73%,15,11,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_kevin_danso,Kevin DANSO,3,Austria,AUT,6,0,8,line_breaks,0,0
2026-M084-ESP-AUT_AUT_04,3,1,1,0,0,5,0,0,0,0,60%,5,3,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_xaver_schlager,Xaver SCHLAGER,4,Austria,AUT,0,0,4,line_breaks,0,1
2026-M084-ESP-AUT_AUT_05,3,5,1,0,0,9,0,0,0,0,33%,9,3,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_stefan_posch,Stefan POSCH,5,Austria,AUT,3,1,5,line_breaks,0,0
2026-M084-ESP-AUT_AUT_06,0,2,2,0,0,4,0,0,0,0,100%,4,4,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_nicolas_seiwald,Nicolas SEIWALD,6,Austria,AUT,1,0,2,line_breaks,1,0
2026-M084-ESP-AUT_AUT_08,10,16,2,0,1,27,1,1,0,0,64%,28,18,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_david_alaba,David ALABA,8,Austria,AUT,8,1,12,line_breaks,0,5
2026-M084-ESP-AUT_AUT_09,1,5,1,0,2,5,0,0,0,1,43%,7,3,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_marcel_sabitzer,Marcel SABITZER,9,Austria,AUT,0,1,4,line_breaks,1,0
2026-M084-ESP-AUT_AUT_11,0,1,0,0,0,1,0,0,0,1,0%,1,0,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_michael_gregoritsch,Michael GREGORITSCH,11,Austria,AUT,0,0,0,line_breaks,0,0
2026-M084-ESP-AUT_AUT_18,2,1,3,0,0,6,0,0,0,0,67%,6,4,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_romano_schmid,Romano SCHMID,18,Austria,AUT,1,1,1,line_breaks,0,3
2026-M084-ESP-AUT_AUT_20,4,4,3,0,0,11,0,0,0,0,64%,11,7,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_konrad_laimer,Konrad LAIMER,20,Austria,AUT,1,3,5,line_breaks,0,2
2026-M084-ESP-AUT_AUT_24,2,4,3,1,0,8,0,0,0,1,89%,9,8,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_paul_wanner,Paul WANNER,24,Austria,AUT,0,0,2,line_breaks,1,5
2026-M084-ESP-AUT_AUT_07,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_marko_arnautovic,Marko ARNAUTOVIC,7,Austria,AUT,0,0,0,line_breaks,0,0
2026-M084-ESP-AUT_AUT_10,2,2,1,0,0,5,0,0,0,0,60%,5,3,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_florian_grillitsch,Florian GRILLITSCH,10,Austria,AUT,1,1,1,line_breaks,0,2
2026-M084-ESP-AUT_AUT_14,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_sasa_kalajdzic,Sasa KALAJDZIC,14,Austria,AUT,0,1,0,line_breaks,0,0
2026-M084-ESP-AUT_AUT_17,2,0,1,0,0,3,0,0,0,0,100%,3,3,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_carney_chukwuemeka,Carney CHUKWUEMEKA,17,Austria,AUT,0,0,2,line_breaks,0,1
2026-M084-ESP-AUT_AUT_22,2,0,0,1,0,1,0,0,0,0,100%,2,2,2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,AUT_alexander_prass,Alexander PRASS,22,Austria,AUT,0,0,1,line_breaks,0,1
2026-M085-SUI-ALG_SUI_01,1,18,0,0,0,19,0,1,0,1,37%,19,7,2026-M085-SUI-ALG,2026-M085-SUI-ALG_SUI,SUI_gregor_kobel,Gregor KOBEL,1,Switzerland,SUI,4,2,7,line_breaks,0,4
2026-M085-SUI-ALG_SUI_04,8,7,3,1,0,17,0,1,0,0,78%,18,14,2026-M085-SUI-ALG,2026-M085-SUI-ALG_SUI,SUI_nico_elvedi,Nico ELVEDI,4,Switzerland,SUI,7,0,7,line_breaks,0,3
2026-M085-SUI-ALG_SUI_05,3,5,8,1,0,15,1,0,0,0,75%,16,12,2026-M085-SUI-ALG,2026-M085-SUI-ALG_SUI,SUI_manuel_akanji,Manuel AKANJI,5,Switzerland,SUI,7,1,0,line_breaks,0,7
2026-M085-SUI-ALG_SUI_06,6,9,0,0,1,14,0,0,1,1,60%,15,9,2026-M085-SUI-ALG,2026-M085-SUI-ALG_SUI,SUI_denis_zakaria,Denis ZAKARIA,6,Switzerland,SUI,3,1,5,line_breaks,1,3
2026-M085-SUI-ALG_SUI_07,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M085-SUI-ALG,2026-M085-SUI-ALG_SUI,SUI_breel_embolo,Breel EMBOLO,7,Switzerland,SUI,0,0,0,line_breaks,0,0
2026-M085-SUI-ALG_SUI_08,2,2,4,0,0,8,0,0,1,0,75%,8,6,2026-M085-SUI-ALG,2026-M085-SUI-ALG_SUI,SUI_remo_freuler,Remo FREULER,8,Switzerland,SUI,2,1,2,line_breaks,0,2
