appearance_id,appeared,goal_minutes,is_starter,match_id,match_team_id,own_goal_minutes,player_id,player_name,position,red_card_minutes,shirt_number,status,subbed_off_minutes,subbed_on_minutes,team,team_id,team_role,yellow_card_minutes
2026-M058-TUN-NED_TUN_25,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_anis_slimane,Anis SLIMANE,MF,,25,starting,68,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_01,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_mouhib_chamakh,Mouhib CHAMAKH,GK,,1,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_22,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_sabri_ben_hessen,Sabri BEN HESSEN,GK,,22,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_04,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_omar_rekik,Omar REKIK,DF,,4,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_05,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_adam_arous,Adam AROUS,DF,,5,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_06,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_dylan_bronn,Dylan BRONN,DF,,6,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_07,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_elias_achouri,Elias ACHOURI,FW,,7,substitute,,68,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_08,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_elias_saad,Elias SAAD,FW,,8,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_12,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_mortadha_ben_ouanes,Mortadha BEN OUANES,DF,,12,substitute,,68,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_14,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_khalil_ayari,Khalil AYARI,MF,,14,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_15,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_mohamed_hadj_mahmoud,Mohamed HADJ MAHMOUD,MF,,15,substitute,,67,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_18,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_rayan_elloumi,Rayan ELLOUMI,FW,,18,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_19,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_firas_chaouat,Firas CHAOUAT,FW,,19,substitute,,75,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_23,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_moutaz_neffati,Moutaz NEFFATI,DF,,23,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_24,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_raed_chikhaoui,Raed CHIKHAOUI,DF,,24,substitute,,,Tunisia,TUN,home,
2026-M058-TUN-NED_TUN_26,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,,TUN_sebastian_tounekti,Sebastian TOUNEKTI,MF,,26,substitute,,90,Tunisia,TUN,home,
2026-M058-TUN-NED_NED_01,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_bart_verbruggen,Bart VERBRUGGEN,GK,,1,starting,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_04,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_virgil_van_dijk,Virgil VAN DIJK,DF,,4,starting,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_05,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_nathan_ake,Nathan AKE,DF,,5,starting,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_06,True,62,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_jan_paul_van_hecke,Jan Paul VAN HECKE,DF,,6,starting,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_08,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_ryan_gravenberch,Ryan GRAVENBERCH,MF,,8,starting,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_11,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_cody_gakpo,Cody GAKPO,FW,,11,starting,84,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_14,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_tijjani_reijnders,Tijjani REIJNDERS,MF,,14,starting,72,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_18,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_donyell_malen,Donyell MALEN,FW,,18,starting,72,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_19,True,7,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_brian_brobbey,Brian BROBBEY,FW,,19,starting,77,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_21,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_frenkie_de_jong,Frenkie DE JONG,MF,,21,starting,72,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_22,True,,True,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_denzel_dumfries,Denzel DUMFRIES,DF,,22,starting,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_13,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_robin_roefs,Robin ROEFS,GK,,13,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_23,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_mark_flekken,Mark FLEKKEN,GK,,23,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_02,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_lutsharel_geertruida,Lutsharel GEERTRUIDA,DF,,2,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_03,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_marten_de_roon,Marten DE ROON,MF,,3,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_07,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_justin_kluivert,Justin KLUIVERT,MF,,7,substitute,,72,Netherlands,NED,away,
2026-M058-TUN-NED_NED_09,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_wout_weghorst,Wout WEGHORST,FW,,9,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_10,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_memphis_depay,Memphis DEPAY,FW,,10,substitute,,77,Netherlands,NED,away,
2026-M058-TUN-NED_NED_12,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_mats_wieffer,Mats WIEFFER,DF,,12,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_15,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_micky_van_de_ven,Micky VAN DE VEN,DF,,15,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_16,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_guus_til,Guus TIL,MF,,16,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_17,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_noa_lang,Noa LANG,FW,,17,substitute,,84,Netherlands,NED,away,
2026-M058-TUN-NED_NED_20,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_teun_koopmeiners,Teun KOOPMEINERS,MF,,20,substitute,,72,Netherlands,NED,away,
2026-M058-TUN-NED_NED_24,True,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_crysencio_summerville,Crysencio SUMMERVILLE,FW,,24,substitute,,72,Netherlands,NED,away,
2026-M058-TUN-NED_NED_25,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_jorrel_hato,Jorrel HATO,DF,,25,substitute,,,Netherlands,NED,away,
2026-M058-TUN-NED_NED_26,False,,False,2026-M058-TUN-NED,2026-M058-TUN-NED_NED,,NED_quinten_timber,Quinten TIMBER,MF,,26,substitute,,,Netherlands,NED,away,
2026-M059-TUR-USA_TUR_23,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_ugurcan_cakir,Ugurcan CAKIR,GK,,23,starting,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_02,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_zeki_celik,Zeki CELIK,DF,,2,starting,84,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_05,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_salih_ozcan,Salih OZCAN,MF,,5,starting,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_06,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_orkun_kokcu,Orkun KOKCU,MF,,6,starting,88,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_08,True,10,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_arda_guler,Arda GULER,FW,,8,starting,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_11,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_kenan_yildiz,Kenan YILDIZ,FW,,11,starting,84,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_13,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_eren_elmali,Eren ELMALI,DF,,13,starting,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_14,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_abdulkerim_bardakci,Abdulkerim BARDAKCI,DF,,14,starting,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_15,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_ozan_kabak,Ozan KABAK,DF,,15,starting,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_21,True,31,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_baris_alper_yilmaz,Baris Alper YILMAZ,FW,,21,starting,92,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_24,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_oguz_aydin,Oguz AYDIN,FW,,24,starting,92,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_01,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_mert_gunok,Mert GUNOK,GK,,1,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_12,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_altay_bayindir,Altay BAYINDIR,GK,,12,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_03,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_merih_demiral,Merih DEMIRAL,DF,,3,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_04,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_caglar_soyuncu,Caglar SOYUNCU,DF,,4,substitute,,84,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_07,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_kerem_akturkoglu,Kerem AKTURKOGLU,FW,,7,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_09,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_deniz_gul,Deniz GUL,FW,,9,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_10,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_hakan_calhanoglu,Hakan CALHANOGLU,MF,,10,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_16,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_ismail_yuksek,Ismail YUKSEK,MF,,16,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_17,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_irfan_can_kahveci,Irfan Can KAHVECI,FW,,17,substitute,,92,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_18,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_mert_muldur,Mert MULDUR,DF,,18,substitute,,92,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_19,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_yunus_akgun,Yunus AKGUN,FW,,19,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_20,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_ferdi_kadioglu,Ferdi KADIOGLU,DF,,20,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_22,True,98,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_kaan_ayhan,Kaan AYHAN,MF,,22,substitute,,88,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_25,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_samet_akaydin,Samet AKAYDIN,DF,,25,substitute,,,Türkiye,TUR,home,
2026-M059-TUR-USA_TUR_26,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,,TUR_can_uzun,Can UZUN,FW,,26,substitute,,84,Türkiye,TUR,home,
2026-M059-TUR-USA_USA_01,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_matt_turner,Matt TURNER,GK,,1,starting,,,USA,USA,away,
2026-M059-TUR-USA_USA_06,True,3,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_auston_trusty,Auston TRUSTY,DF,,6,starting,,,USA,USA,away,
2026-M059-TUR-USA_USA_07,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_giovanni_reyna,Giovanni REYNA,MF,,7,starting,76,,USA,USA,away,
2026-M059-TUR-USA_USA_08,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_weston_mckennie,Weston McKENNIE,MF,,8,starting,86,,USA,USA,away,
2026-M059-TUR-USA_USA_09,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_ricardo_pepi,Ricardo PEPI,FW,,9,starting,,,USA,USA,away,
2026-M059-TUR-USA_USA_11,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_brenden_aaronson,Brenden AARONSON,FW,,11,starting,77,,USA,USA,away,
2026-M059-TUR-USA_USA_12,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_miles_robinson,Miles ROBINSON,DF,,12,starting,,,USA,USA,away,
2026-M059-TUR-USA_USA_14,True,49,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_sebastian_berhalter,Sebastian BERHALTER,MF,,14,starting,,,USA,USA,away,18
2026-M059-TUR-USA_USA_21,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_timothy_weah,Timothy WEAH,FW,,21,starting,58,,USA,USA,away,
2026-M059-TUR-USA_USA_22,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_mark_mckenzie,Mark McKENZIE,DF,,22,starting,,,USA,USA,away,
2026-M059-TUR-USA_USA_23,True,,True,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_joe_scally,Joe SCALLY,DF,,23,starting,77,,USA,USA,away,
2026-M059-TUR-USA_USA_24,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_matt_freese,Matt FREESE,GK,,24,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_25,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_chris_brady,Chris BRADY,GK,,25,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_02,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_sergino_dest,Sergino DEST,DF,,2,substitute,,76,USA,USA,away,
2026-M059-TUR-USA_USA_03,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_chris_richards,Chris RICHARDS,DF,,3,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_04,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_tyler_adams,Tyler ADAMS,MF,,4,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_05,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_antonee_robinson,Antonee ROBINSON,DF,,5,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_10,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_christian_pulisic,Christian PULISIC,FW,,10,substitute,,58,USA,USA,away,
2026-M059-TUR-USA_USA_13,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_tim_ream,Tim REAM,DF,,13,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_15,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_cristian_roldan,Cristian ROLDAN,MF,,15,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_16,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_alex_freeman,Alex FREEMAN,DF,,16,substitute,,77,USA,USA,away,
2026-M059-TUR-USA_USA_17,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_malik_tillman,Malik TILLMAN,MF,,17,substitute,,86,USA,USA,away,
2026-M059-TUR-USA_USA_18,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_max_arfsten,Max ARFSTEN,DF,,18,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_19,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_haji_wright,Haji WRIGHT,FW,,19,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_20,False,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_folarin_balogun,Folarin BALOGUN,FW,,20,substitute,,,USA,USA,away,
2026-M059-TUR-USA_USA_26,True,,False,2026-M059-TUR-USA,2026-M059-TUR-USA_USA,,USA_alex_zendejas,Alex ZENDEJAS,FW,,26,substitute,,77,USA,USA,away,
2026-M060-PAR-AUS_PAR_12,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_orlando_gill,Orlando GILL,GK,,12,starting,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_02,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_gustavo_velazquez,Gustavo VELAZQUEZ,DF,,2,starting,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_03,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_omar_alderete,Omar ALDERETE,DF,,3,starting,84,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_04,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_juan_jose_caceres,Juan Jose CACERES,DF,,4,starting,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_08,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_diego_gomez,Diego GOMEZ,MF,,8,starting,92,,Paraguay,PAR,home,77
2026-M060-PAR-AUS_PAR_14,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_andres_cubas,Andres CUBAS,MF,,14,starting,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_15,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_gustavo_gomez,Gustavo GOMEZ,DF,,15,starting,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_19,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_julio_enciso,Julio ENCISO,FW,,19,starting,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_21,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_gabriel_avalos,Gabriel AVALOS,FW,,21,starting,67,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_23,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_matias_galarza,Matias GALARZA,MF,,23,starting,92,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_26,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_alexandro_maidana,Alexandro MAIDANA,DF,,26,starting,45,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_01,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_gatito_fernandez,Gatito FERNANDEZ,GK,,1,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_22,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_gaston_olveira,Gaston OLVEIRA,GK,,22,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_05,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_fabian_balbuena,Fabian BALBUENA,DF,,5,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_06,True,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_junior_alonso,Junior ALONSO,DF,,6,substitute,,92,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_07,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_ramon_sosa,Ramon SOSA,MF,,7,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_09,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_antonio_sanabria,Antonio SANABRIA,FW,,9,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_11,True,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_mauricio,MAURICIO,MF,,11,substitute,,45,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_13,True,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_jose_canale,Jose CANALE,DF,,13,substitute,,84,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_16,True,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_damian_bobadilla,Damian BOBADILLA,MF,,16,substitute,,92,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_17,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_alejandro_romero_gamarra,Alejandro ROMERO GAMARRA,FW,,17,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_18,True,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_alex_arce,Alex ARCE,FW,,18,substitute,,67,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_20,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_braian_ojeda,Braian OJEDA,MF,,20,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_24,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_gustavo_caballero,Gustavo CABALLERO,MF,,24,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_PAR_25,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,,PAR_isidro_pitta,Isidro PITTA,FW,,25,substitute,,,Paraguay,PAR,home,
2026-M060-PAR-AUS_AUS_18,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_patrick_beach,Patrick BEACH,GK,,18,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_03,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_alessandro_circati,Alessandro CIRCATI,DF,,3,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_05,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_jordan_bos,Jordan BOS,DF,,5,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_08,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_connor_metcalfe,Connor METCALFE,MF,,8,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_13,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_aiden_oneill,Aiden ONEILL,MF,,13,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_16,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_aziz_behich,Aziz BEHICH,DF,,16,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_17,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_nestory_irankunda,Nestory IRANKUNDA,FW,,17,starting,84,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_19,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_harry_souttar,Harry SOUTTAR,DF,,19,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_20,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_cristian_volpato,Cristian VOLPATO,FW,,20,starting,58,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_22,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_jackson_irvine,Jackson IRVINE,MF,,22,starting,84,,Australia,AUS,away,46
2026-M060-PAR-AUS_AUS_25,True,,True,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_lucas_herrington,Lucas HERRINGTON,DF,,25,starting,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_01,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_mathew_ryan,Mathew RYAN,GK,,1,substitute,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_12,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_paul_izzo,Paul IZZO,GK,,12,substitute,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_02,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_milos_degenek,Milos DEGENEK,DF,,2,substitute,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_04,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_jacob_italiano,Jacob ITALIANO,DF,,4,substitute,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_06,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_jason_geria,Jason GERIA,DF,,6,substitute,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_07,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_mathew_leckie,Mathew LECKIE,FW,,7,substitute,,,Australia,AUS,away,
2026-M060-PAR-AUS_AUS_09,False,,False,2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,,AUS_mohamed_toure,Mohamed TOURE,FW,,9,substitute,,,Australia,AUS,away,
